politician_name,revision_id
Petar Kulenski,1236793256
Spiro Kitinchev,1244548670
Venko Markovski,1235730767
Asparuh Panov,1022365931
Atanas Pekanov,1211256598
Ilian Mihov,1243605333
Lyudmila Petkova,1240500207
Nikolay Milkov,1159601677
Plamen Panayotov,1133046866
Raya Nazaryan,1241562603
Sasho Penov,1208372103
Vladislav Panev,1236796256
Yakov Matakiev,1180593616
Aleksandur Pulev,1192998630
Daniel Valchev,1227658311
Denitsa Simeonova,1236772129
Dragomir Stoynev,1236777307
Hristo Petrov,1242211308
Ivan Stanchov,1189228353
Kalin Stoyanov,1250344595
Rosen Plevneliev,1243979008
Teodora Genchovska,1217932516
Atanas Zafirov,1248790402
Damyan Velchev,1241904410
Dragomir Zakov,1177150880
Krasimir Valchev,1237335760
Martin Zaimov,1187122509
Mincho Yovchev,1101186643
Nayden Zelenogorski,1181274805
Svetoslav Vitkov,1243474576
Velko Valkanov,1211235525
Ventsislav Varbanov,1236795881
Blaise Bassoleth,1194947033
Boureima Badini,1188858837
Daniel Ouezzin Coulibaly,1240877830
Emile Ilboudo,1188858797
Eric Bougouma,1224650590
Nazi Boni,1165935460
Christophe Kalenzaga,1188339738
Jean-Baptiste Natama,1115090605
Ousmane Bougouma,1220964955
Yabre Juliette Kongo,1219061952
Aung Than Oo,1226314813
Ba Shin,1087648145
Bao Youxiang,1231942275
Diongolo Traore,1177650766
Filippe Savadogo,1099231025
Nouhoun Sigue,1193864167
Saye Zerbo,1236924018
Bawk Ja,1210082543
Cheery Zahau,1245373592
Han Tha Myint,1177347217
Hla Maung Shwe,1144174107
Hso Khan Pha,1210083613
Htin Linn Aung,1245373600
M. A. Gaffar,1189278863
Nai Htaw Sorn,1210083144
Oscar de Glanville,1216156762
Ja Htoi Pan,1250704546
Khin Kyaw Han,1036478390
Khin Ma Ma Myo,1227269939
Khin Maung Swe,1234386190
Khun San Lwin,1210189937
Ko Ni,1245412082
Kwe Te No,1207433410
Kyaw Moe Tun,1203399746
Sao Kya Seng,1250357483
Thakin Kodaw Hmaing,1221126119
Duwa Lashi La,1250281251
Gani Markan,1205964987
Kyaw Tun,1246524261
Kyaw Zaw Oo,1227561394
Lian Hmung Sakhong,1245373615
Maran Brang Seng,1239820808
Maw Htun Aung,1245372940
Kyaw Ni,1197273116
Myo Yan Naung Thein,1169934161
Naw Ohn Hla,1245373645
Nay Myo Wai,1065794809
Nay Zin Lat,1140270731
Nyi Sein,1245373470
Nyo Nyo Thin,1169933560
Pu Pa Thang,1248165000
San Tun,1245372381
Sao Sanda,1210083781
Mya Lay Sein,1222232537
Naw Susanna Hla Hla Soe,1245373664
Sao Seng Suk,1210083818
Saw Sa,1087057198
Saya Gyi U Nu,1235897720
Shwe Ohn,1219791322
Soe Moe Hlaing,1177185207
Baganset U Thaw,1245618789
Tan Yu Sai,987791661
Taw Phaya Galay,1239004774
Tayzar San,1227692854
Than Nyein,1219791544
Than Sein,1245372417
Than Win,1245373365
Thein Maung,1238454181
Maung Wuntha,1192257938
Thet Win Aung,1170350688
Thirty Comrades,1242193633
Tin Aye,1239526756
Tu Hkawng,1245373670
Wai Moe Naing,1142166678
Win Ko Ko Latt,1243165916
Yawd Serk,1250459738
Za Hlei Thang,1251143874
Zaw Htay,1220263916
Cyrille Ndayirukiye,1235862392
Edouard Nduwimana,1249889245
Evelyne Butoyi,1226287594
Gervais Nyangoma,1172072408
Joseph Biroli,1244607980
Joseph Cimpaye,1247008320
Pierre Baranyanka,1227694880
Zura Begum,1207585856
Agathon Rwasa,1227287425
Alexis Sinduhije,1227751790
Ang Vong Vathana,1242000913
Bun Chanmol,1229174400
Gabriel Nizigama,1193500276
Imelde Sabushimike,1243757340
Jean-Baptiste Ntidendereza,1176698590
Ririkumutima,1233102698
Samheng Boros,1217047991
Tharcisse Niyongabo,1218269209
Chem Snguon,1243810904
Chhan Sokhom,1243810911
Chuon Saodi,1243810923
Daran Kravanh,1096672232
Duong Sam Ol,1250510333
Ieu Koeus,1251147085
Ith Samheng,1246668602
Khem Veasna,1210437333
Kou Roun,1243810993
Lon Nil,1220226778
Mao Ayuth,1171497670
Neav Sithong,1243811022
Ngoun Chhay Kry,1243811027
Norodom Norindeth,1220843919
Norodom Phurissara,1243811051
Oung Ouen,1079121769
Phlek Chhat,1244202380
Ponn Vongs Vaddey,1243811080
Samheng Bora,1194560189
Say Phouthang,1174776111
Sisowath Youtevong,1221932398
So Nem,1243811102
Tep Hun,1243811136
Tep Phan,1059565834
Tep Vattho,1243808497
Thiounn,1178861440
Touch Kim,1243811146
Truong Cang,1157572449
Tuot Saron,1171902721
Uch Ven,1178094497
Ahmadou Ahidjo,1250931149
Charles Ateba Eyene,1234063279
Haman Adama,1246435409
Joseph Beti Assomo,1229939964
Marie Catherine Abena,1241219287
Uk Vithun,1243811158
Ung Hong Sath,1250884183
Veng Sakhon,1249720857
Vincent de Paul Ahanda,1249317685
Yat Hwaidi,1130454039
Augustine Ngom Jua,1249031959
Dsamou Micheline,1223788177
Lawrence Fonka Shang,1041211681
Lucy Gwanmesia,1221349803
Njomgang Isaac,1108440685
Paul Monyonge Kale,1214426931
Victor Fotso,1102345166
Albert Mbida,1230583945
Bernard Muna,1108720863
Enanga Kebbi,1219533774
Ibrahim Mbombo Njoya,1226331859
Laurentine Mbede,1240148045
Ousmane Mey,1017007525
Pierre Kotouo,1177650482
Victor Mukete,1250196607
Anne Marthe Mvoto,1225861548
Bernard Njonga,1098278415
Dorothy L. Njeuma,1240137941
John Ebong Ngole,1151361877
Julienne Niat,1227015746
Pierre Ngayewang,1177650598
Victor Anomah Ngu,1152439979
Xavier Ngoubeyou,1251090687
Antoine Ntsimi,1180554993
Edouard Nomo-Ongolo,1146536611
Kah Walla,1239668367
Madeleine Tchuente,1225866384
Paul Pondi,1242817206
Zakiatou Djamo,1235834775
Carlos de Vasconcelos,1216635216
Gilberto Correia Carvalho Silva,1101613548
Januaria Moreira,1225864918
Pedro Fernandes Lopes,1191590141
Antoine Darlan,1217196175
Georges Darlan,1211998269
Hassan Al Habib,1140307699
Henri-Marie Dondra,1221994311
Rodolphe Iddi Lala,1242127344
Saif Durbar,1240973609
Abakar Sabone,1251051521
Christian Georges Diguimbaye,1227146224
Firmin Djidingar,1191501257
Issa Doubragne,1236321102
Kamougue Assoum,1195939436
Karim Meckassoua,1224144854
Levy Yakete,1229277170
Roger Djikisna,1175430342
Alphonse Kotiga,1108077983
Arabi El Goni,1185921742
Isabelle Kassire,1246170190
Mahmoud Ali Seid,1231975933
Mariam Mahamat Nour,1179344861
Moussa Faki,1247480258
Nadji Madou,872461806
Oueddei Kichidemi,1162338564
Abbo Nassour,1144389013
Alejandro Serani Burgos,1232887754
Alexandra Benado,1247622508
Eugenio Cantuarias,1246582918
Quatre Sou Quatre,1193126229
Saadie Goukouni Weddeye,1235451008
Tahir Hamid Nguilin,1085015143
Alberto Cooper,1246582150
Carlos Balmaceda Saavedra,1246583396
Fernando Cordero Rusque,1246582796
Jorge Cauas,1216583569
Jose Fernandez Dubrock,1209556113
Juan de Dios Correa de Saa,1246583602
Pedro Nolasco Cruz Vergara,1236685196
Alejandra Bravo Hidalgo,1210732533
Checho Hirane,1232905225
Jaime Gazmuri,1220158605
Liliana Jadue,1218197818
Daniel Manouchehri,1225804893
Graciela Mandujano,1246581836
Luis Palacios Rossini,1240166225
Manuel Ossa Ruiz,1197442605
Miguel Otero Lathrop,1246581884
Rodrigo Mundaca,1234717906
Bernhard Eunom Philippi,1237244682
Francisco Prat Alemparte,1246582387
Jaime Pizarro,1246276668
Pablo Prieto,1246582394
Roberto Poblete,1246286451
Tancredo Pinochet,1246581910
Valentina Quiroga,1230256788
Claudio Reyes,1246584115
Jennifer Rojas,1245058533
Loreto Silva,1235451028
Manuel Antonio Tocornal,1246583701
Miguel Schweitzer Walters,1233099801
Patricio Rey Sommer,1226080617
Roberto Thieme,1247033778
Cao Lihuai,1240382229
Chris Watson,1245997885
Fu Wenhua,1240083184
Gu Shu,1222977958
Hang Yihong,1117001263
Hao Hongjun,1182205038
Hoi Lai Fong,1222254128
Sergio Zarzar Andonie,1037723664
Hu Fuming,1230177446
Jiao Xiaoping,1250403358
Lin Shengzhong,1229515337
Wang Liyan,1243521667
Wang Yonghong,1234882199
Wei Wenhui,1213106474
Julio Arboleda Pombo,1245236501
Justo Arosemena Quesada,1215952443
Rafael Francisco Amador Campos,1246254621
Wilson Borja,1245233085
Alejandro Corrales Escobar,1177713760
Alfredo Cuello Baute,1245229857
Vicky Colbert,1246254698
Juan Carlos Esguerra Portocarrero,1246255193
Olga Duque de Ospina,1245229862
Bernardo Guerra Serna,1250271191
Carlos Mauro Hoyos,1248682870
Enrique Gil Botero,1245233277
Maria Claudia Lacouture,1199118382
Roberto Junguito,1240223425
Rodrigo Lara,1250547066
Yaneth Giha Tovar,1245236372
Mariano Arosemena,1245235175
Daniel Quintero,1245235291
Elsa Noguera,1246254840
Juan Camilo Quintero,1015926064
Lorenzo Muelas,1164689541
Narciso Matus Torres,1245236941
Ciro Luis Urriola,1228551844
Jorge Enrique Robledo,1220326566
Juana de J. Sarmiento,1245238707
Ricardo Cobo,1244437288
Eduardo Valencia Ospina,1246254972
Luis Carlos Villegas Echeverri,1240167842
Luis Villar Borda,1245234958
Moustadroine Abdou,1249127568
Mouzawar Abdallah,1245477212
Roberto Camacho Weberberg,1245232426
Ahmed Ben Said Djaffar,1190414185
Chamina Ben Mohamed,1247354060
Dhoihir Dhoulkamal,1196223038
Gaston Feuillard,1186382326
Ibrahim Aboubacar,1243241622
Mohamed Bacar,1247355339
Mohamed Dahalani,1175970303
Abdallah Said Sarouma,1043132737
Dawiat Mohamed,1226333799
Djaffar Ahmed Said,1236977988
Fahmi Said Ibrahim,1159714281
Fouad Mohadji,1136343767
Idi Nadhoim,1247384439
Mohamed Ali Soilihi,1136366247
Said Ali Kemal,1054672013
Siti Kassim,1131245612
Sittou Raghadat Mohamed,1197939649
Albert Fourvelle,826516065
Gabriel Entcha-Ebia,1246821116
Jean-Jacques Bouya,1246299510
Joseph Badiabio,1154376625
Modeste Boukadia,1234167840
Moussa Toybou,1247355431
Gustave Aba-Gandzion,1124446209
Jean-Pierre Makouta-Mboukou,1156202898
Jean Malonga,1177650547
Joseph Hondjuila Miokono,1146540238
Pascal Gamassa,1223558585
Paulin Makaya,1112682469
Pierre Goura,1177650425
Pierre Mabiala,1146545045
Zely Pierre Inzoungou-Massanga,1141825144
Arlette Soudan-Nonault,1221600122
Bonaventure Mizidy,976591922
Denis-Christel Sassou Nguesso,1235566637
Ferdinand Mbahou,1227758610
Jean-Dominique Okemba,1146539782
Jean-Marie Mokoko,1209020061
Justin Mikolo-Kinzonzi,1146540347
Abel Thauley-Ganga,1127419766
Bertrand Bisimwa,1209006607
Daniel Aselo,1161287091
Emmanuel Dungia,1246747483
Ferdinand Essandja,1176623737
Floribert Anzuluni,1212136112
Jean-Claude Baende,1240112055
Banyingela Kasonga,1112278142
Clovis Kabongo Malemba,1156020993
Jean Collins Musonda Kalusambo,1053665874
Kalenga Riziki Lwango II,1175866265
Lugi Gizenga,1180021058
Norman Kamosi,1158543582
Odilon Kafitwe wa pa Bowa,1063619600
Oscar Kashala,1207022384
Tharcisse Kasongo Mwema Yamba-Yamba,1178367789
Albert-Joseph Kasongo Wa Kapinga,1249521619
Delphin Kyubwa,1053664236
Eric Lenge,1244086359
Gabriel Kyungu,1211274287
Jacques Kazadi,1176430546
Jean-Pierre Lola Kisanga,1249285899
Robert Kidiaba,1248824563
Seth Kikuni,1243865684
Anne Mbusu,1125303194
Daniel Mukoko Samba,1230882624
Emile Mota,1221204219
Faustin Luanga,1233422388
Franck Mwe di Malila,1221364267
Guy-Patrice Lumumba,1147505613
Munga Mibindo,1058408130
Sultani Makenga,1245170396
Didier Mumengi,1207925066
Jean-Claude Kazembe Musonda,1249280194
Jean-Marie Runiga,1194658548
Jules Mutebutsi,1220065911
Kasongo Munganga,1221395785
Laurent Nkunda,1247976741
Medard Mulangala,1247424323
Muanda Nsemi,1244131957
Paul-Joseph Mukungubila,1234382434
Victor Promontorio,1087110784
Alain Daniel Shekomba,1169619132
Birche,1144900728
Emery Wafwana,1092371503
Florentino Alfaro Zamora,1220759536
Koloso Sumaili,1053666295
Yolande Ebongo Osongo,1226028337
Florencio del Castillo,1208171356
Marvin Calvo Montoya,1162646713
Paola Vega Castillo,1225809426
Ricardo Castro Beeche,1227663151
Stephan Brunner,1222276569
Teodoro Willink Castro,1225813983
Tranquilino de Bonilla y Herdocia,1225144299
Alberto Fait Lizano,1222118382
Correque,1247058625
El Guarco,1222311350
King Garabito,1196861935
Narciso Esquivel y Salazar,1220760182
Juan de los Santos Madriz y Cervantes,1166323385
Mary Munive,1187967160
Pablo Presbere,1248356984
Rafael Francisco Osejo,1226873055
Rafael Moya Murillo,1224803859
Rodrigo Oreamuno Blanco,1222118589
Eusebio Prieto y Ruiz,1221750109
Rodrigo Altmann Ortiz,1230256617
Santiago Mayas,1220279443
Marco Vinicio Vargas Pereira,956297827
Nazario Toledo,1144305699
Siarke,1165987146
Ante Biankini,1237241605
Fran Barac,1211290682
Josip Broz Tito,1250370039
Juraj Biankini,1219491844
Stephen Nikola Bartulica,1251072871
Ivo Krstelj,1196420740
Josip Kregar,1159514930
Luka Kirac,1241257381
Adam Oster,1245862304
Fran Novljan,1233137907
Francesco Neffat,1242200438
Ivo Pilar,1195042286
Pero Pirker,1184135617
Vladimir Prebeg,1250642239
Ivica Puljak,1242200734
Svetozar Rittig,1152450124
Vjekoslav Servatzy,1250320232
Dragan Vulin,1237706689
Josip Juraj Strossmayer,1251043125
Gustavo Arcos,1243522956
Ignacio Agramonte,1245421466
President of Cuba,1242576787
Prime Ministers of Cuba,1222418736
Sebastian Arcos Bergnes,1247415268
Demetrio Castillo Duany,1243523096
Juan de Ayala y Escobar,1247807424
Leopoldo Cancio,1244331581
Manuel Cidre,1232266957
Miguel Brugueras,1233083421
Rosendo Collazo,1245672019
Alfredo Hornedo,1251044810
Aurelio Hevia,1234522185
Fernando Heydrich,1234517177
Manuel Dorta-Duque,1234507221
Orestes Ferrara,1245068603
Porfirio Franca,1236334421
Manuel Marrero Cruz,1232587321
Perfecto Lacoste,1243523067
Rafael Montoro,1243522972
Guillermo Portela,1243523143
Juan Nepomuceno de Quesada,1247766173
Laureano de Torres y Ayala,1242072670
Andreas Koukouma,1230635455
Antonio Zambrana,1243494819
Ioannis Clerides,1241434918
Katherine Clerides,1247374009
Oz Karahan,1247898976
Stelios Koiliaris,1227623541
Takis Evdokas,1225988181
Benon Sevan,1233091293
Christos Patsalides,1227623663
Kyrillos III of Cyprus,1247976080
Michael Zampelas,1215793256
Michalis Paraskevas,1115935468
Nicos A. Rolandis,1227623813
Pantelis Kouros,1222103574
Stefanos Stefanou,1251081445
Jaroslav Foldyna,1244076107
Karel Domin,1233866042
Petr Cibulka,1210656703
Radola Gajda,1220980390
Julius Gregr,395521877
Martin Jahn,1214958856
Stanislav Huml,1235129120
Bohuslav Kokotek,1153657412
Jan Lacina,1193596060
Philip Kinsky of Wchinitz and Tettau,1173967196
Joseph Nekl,1218312060
Roman Onderka,1185739645
Jozef Regec,1215884348
Richard Sacher,1240158146
Djama Ali Moussa,1242429887
Miroslav Tetter,1208274112
Moussa Ali Abdoulkader,1237461240
Abdallah Barkat Ibrahim,1242619513
Ahmed Goumane-Roble,1249145342
Barkat Gourad Hamadou,1245230730
Choukri Djibah,1210382017
Daher Ahmed Farah,1227261426
Halo Mohamed Ibrahim,1242619858
Mahamoud Moustapha Daher,1242620013
Mahmoud Harbi,1244367159
Mohamed Kamil,1227261336
Omar Farah Iltireh,1188245774
Ahmed-Idriss Moussa,1227261395
Casimiro Antonio Marte Familia,1246218553
Johnny Abbes,1237096837
Mohamed Warsama Ragueh,1180804922
Omar Osman Rabe,1192322872
President of the Dominican Republic,1246219040
Yamil Abreu Navarro,1186292250
Franklin Franco,1145626271
Miguel Cocco,1225782262
Viriato Fiallo,1212880453
Isabel Mayer,1246218881
Juan Vicente Moscoso,1245769154
Abelardo Vicioso,1217485696
Geovanny Vicente,1242935342
Jack Veneno,1246218392
Josefina Stubbs,1088363736
Roberto Salcedo Sr.,993659584
Isabel da Costa Ferreira,1246452294
Justino Mota,1244598725
Manuel Magalhaes de Oliveira,1195585917
Olinda Morais,1009671491
Alfredo Pires,1242893918
Aurora Estrada y Ayala,1216930716
Carlos Arizaga Toral,1209006227
Julio Martinez Acosta,1197437642
Luzmila Abad,1244503818
Maria Terezinha Viegas,1235479870
Nino Konis Santana,1226226208
Fernando Balda,1228185867
Galo Lara,1227282963
Isabel Enriquez,1244754119
Pablo Guerrero Martinez,1197438720
Xavier Enderica,1231714844
Catalina Ontaneda,1235477428
Fabrizio Moreira,1216179522
Jaminton Intriago,1248108232
Marcel Jacobo Laniado de Wind,1244463510
Pedro Moncayo,1220668792
Roberto Izurieta,1247633454
Ahmad Pasha al-Munkali,1216528648
Alfredo Vera Vera,1225834159
Arianna Tanca,1225861640
Filoteo Samaniego,1228185877
Gabriela Sommerfeld,1225405935
Johanna Ortiz,1197439260
Mariana Yumbay,1244174358
Paola Vintimilla,1215715521
Abdelfattah al-Banna,1221423218
Ahmed Emad El-Din Radi,1190632866
Hamdi al-Sayyid,1214462628
Ibrahim El-Gohary,1221932048
Joseph Cattaui,1250093996
Khaled Dawoud,1238466466
Mohsen Badawi,1226333719
Nabil Dibis,1169476396
Sameh Seif El-Yazal,1179919329
Gawdat al-Malt,1197821084
Hisham Amna,1161616362
Khaled Aly el-Bakly,1221811539
Mahmoud Ahmad Ibiary,1183781331
Mahmoud Esmat,1164899761
Mamdouh Habib,1245969900
Mohamed Ismail,1214429734
Mona Makram-Ebeid,1184351418
Mostafa Madbouly,1248662813
Rafik Habib,1112390859
Ahmad Mazlum,1204273685
Diaa Rashwan,1236697683
George Messiha,1065964569
Mohamed Maait,1232708705
Mostafa Alnagar,1232632742
Omar Marwan,1232585318
Qatawi family,1231696068
Soares family,1249966412
Soha Gendi,1221811571
Talaat Sadat,1203826601
Abdullah Omran Taryam,1198632236
Ahmed bin Mohammed Al Maktoum,1233798238
Ahmed bin Rashid Al Maktoum,1233797941
Ahmed bin Saeed Al Maktoum,1248018288
Hassan al Diqqi,1197455262
Hawaa Al Mansoori,1234875531
Mohamed bin Hadi Al Hussaini,1244074611
Mohammed bin Khalifa Al Maktoum,1174785297
Saeed bin Maktoum bin Hasher Al Maktoum,1235793193
Youssef Zulficar Pasha,1241283836
Abdulaziz Nasser Al Shamsi,1249127813
Hamed bin Zayed Al Nahyan,1244999389
Khaled bin Mohamed Al Nahyan,1249535350
Mohamed bin Zayed Al Nahyan,1250912775
Mohammed Hussein Al Shaali,1224261260
Mohammed bin Khalifa bin Zayed Al Nahyan,1177986904
Mohammed bin Saud Al Qasimi,1222566472
Saeed bin Zayed Al Nahyan,1177986909
Saqr bin Zayed Al Nahyan,1199874821
Shakhbut bin Sultan Al Nahyan,1244331023
Ahmad Al Tayer,1177332322
Ahmed Mohammed Nasser,1250125770
Ambaye Wolde Mariam,1210750106
Berhane Habtemariam,1222041277
Felipe Hinestrosa Ikaka,1243089428
Girma Asmerom,1245112869
Hamid Ferej,1191770131
Manuel Osa Nsue Nsua,1251043345
Tedla Bairu,1192857899
Vice President of the United Arab Emirates,1248662237
Abdulkadir Kebire,1239319423
Abraha Kassa,1234388675
Abraham Kidane,1145201600
Ali Radai,1135756082
Habtezion Hadgu,1250526937
Ibrahim Harun,1131754356
Ibrahim Omer,1225914040
Lehte Hainsalu,1241897171
Mohammed Saeed Nawed,1238224339
Romodan Mohammed Nur,1238345049
Andi Meister,1219566686
Andrei Prii,1241968483
August Janson,1242168347
Carl Robert Jakobson,1239944302
Friedrich Niggol,1250774229
Harald Laksberg,1241969141
Abdirahman Eid Daahir,1233387219
Abraham Tekeste,1224366851
Agegnehu Teshager,1242182622
Almayahu Haile,1162392075
Ants Tamme,1241849026
Atnafu Abate,1214761583
Heino Sisask,1241969242
Kirill Teiter,1199847042
Mohamed Abdulghani,1131726162
Asrat Desta,1193968561
Binalf Andualem,1240260904
Darge Sahle Selassie,1242232622
Ergoge Tesfaye,1237243972
Getachew Assefa,1238974408
Habtamu Ayalew Teshome,1246420960
Juneidi Basha,1234533615
Lake Ayalew,1219878989
Mekdes Daba,1212557754
Saharla Abdulahi Bahdon,1204248404
Adem Ibrahim,1015964623
Alimirah Hanfare,1250176148
Demelash Gebremichael,1219872816
Fitsum Assefa,1240230949
Getahun Mekuria,1209709210
Kemal Hashi Mohamoud,1197960601
Kitaw Ejigu,1246978732
Lencho Letta,1234533713
Mawlid Hayir,1079991048
Adem Mohammed,1225860802
Belete Molla,1199380443
Frehiwot Tamiru,1246156753
Jawar Mohammed,1251075301
Melatework Hailu,1206836042
Mogus Wolde Mikael,1193968324
Mulu Solomon,1188668236
Tadesse Birru,1247092369
Taye Atskeselassie,1250104755
Andargachew Tsege,1192804898
Arthur Brofeldt,1172784623
Habtamu Tegegne,1209709278
Sophia Yilma,1240741842
Tekle Wolde Hawaryat,1243325381
Teklewold Atnafu,1244410095
Temesgen Tiruneh,1236566558
Tsegaye Mamo,1207573326
Yilkal Kefale,1238897608
Anders Chydenius,1237345246
Carl Axel Gottlund,1241745255
Jakob Gadolin,1194343032
Klaus Fleming,1242155197
Lars Gabriel von Haartman,1227056319
Mikhail Fyodorovich Ganskau,1159662514
Selim Ekbom,1238920235
Simon Ekpa,1249750092
Timo Furuholm,1244928673
Aleksander von Kothen,1221166897
Antti Kuosmanen,1245068759
Ilkka Hakalehto,1106130121
Keijo Liinamaa,1224595301
Max Jakobson,1164505452
Paul Kraatz,1244843931
Reino Ragnar Lehto,1246163886
Shawn Huff,1248783720
Elisabeth Rehn,1223402708
Georg Magnus Sprengtporten,1249237629
Jaakko Numminen,1223402940
Johan Mauritz Nordenstam,1177200759
Karl August Ramsay,1230788776
Kirsi Piha,1011166320
Matti Saarinen,1169424743
Nils Mustelin,1234849765
Toivo Topias Pohjala,1166608674
Aleksander Strandman,1175875161
Anders Wirenius,1208137842
Christoffer Taxell,1223403006
Heikki Heikinpoika Vaanila,1250970116
Jaana Vasama,1242177029
Jacob Magnus Sprengtporten,1235736355
Miranda Vuolasranta,1147171503
Nils Westermarck,1222041570
Pierre Baudis,1242210360
Albert Bourderon,1242210573
Charles Cassal,1242211126
Eddy Casterman,1242211173
Georges Berthoin,1242210523
Ignace Caseneuve,1242211094
Soheib Bencheikh,1247574563
Bruno Clavet,1244708767
Denis Clavel,1242211544
Henri Philippe de Chauvelin,1242211499
Jacques la Caze,1156612646
Jean Charbonnel,1242211337
Jean Cotereau,1204915513
Maurice Colrat,1143025717
Paul Cotte,1185924083
Pierre-Jean-Baptiste Chaussard,1226291178
Guillaume du Tillot,1228954562
Martial Borye Desrenaudes,1067855906
Michel Craplet,1087935075
Nicolas du Bosc,1067934529
Sandra Delannoy,1235911333
Victor Denain,1200165043
Yves de Daruvar,1113513795
Charles Ganilh,1067808226
Jean Frydman,1244924499
Roland Giberti,955452341
Alain Griset,1177914220
Brigitte Girardin,1208933505
Guillaume IV de Melun,1067877319
Jean-Henry-Louis Greffulhe,1171320970
Joseph-Ignace Guillotin,1236960439
Joseph Guinard,1226313448
Madeleine de Grandmaison,1245655403
Odette Grzegrzulka,1104771590
Antoine-Adrien Lamourette,1245710505
Georges Humann,1082744637
Joachim Labrouche,1153276048
Paul Hay du Chastelet,1234583273
Philippe Hurault de Cheverny,1243544132
Charles Luca,1056918597
Hippolyte Laroche,1239515352
Jacques-Antoine Manuel,1214329727
Jacques Marquet de Montbreton de Norvins,1226330852
Jean Le Mercier,1242753649
Julien Leonardelli,1244346386
Louis Lareng,1172945590
Philippe Massoni,1234574618
Alex Moscovitch,1189789885
Bernard Mourad,1234045540
Charlemagne de Maupas,1058537657
Dominique Meyer,1228711565
Guillaume-Isidore Baron de Montbel,1011997346
Albert Ollivier,1242209715
Alexandre Parodi,1240170365
Gilles Pennelle,1244346827
Joseph Ostermann,1242209654
Louis Pailhas,1153278086
Philippe Paolantoni,1204714650
Ernest Pinard,1097917556
Marc Perrin de Brichambaut,1243149451
Marcel Petiot,1238343251
Pierre Ferri-Pisani,1214518208
Victor Perret,1014506148
Antoine Portail,1034304794
Antoine Richard du Cantal,1223238225
Gabriel Puaux,1242249386
Jean-Marie Rausch,1240169046
Marie Roch Louis Reybaud,1242211689
Marthe Richard,1246003128
Michel Pouzol,1050936152
Rodolphe Prager,1083697354
Charles de Varigny,1242210186
Claude Taleb,1190063231
Gaston Vidal,1242210222
Jean-Paul-Alban Villeneuve-Barcement,1242210246
Jean Tavernier,1238919580
Mathurin Anghiley,1177650175
Abdoulie Bojang,1233734473
Amadou Scattred Janneh,1214288012
Amie Bojang-Sissoho,1237362851
Buba Samura,1244830184
Fabakary Jatta,1248653384
Ida Reteno Assonouet,1152970577
Jean-Hilaire Aubame,1239996953
Mai Fatty,1151066074
Modou Bamba Gaye,1151065994
Ajaaratou Satang Jow,1175733791
Alieu Badara Njie,1249462265
Dawda Jawara,1248194414
Fatou Sanyang Kinteh,1247250306
Joseph Henry Joof,1243508400
Kunda Kamara,1244830178
Lamin Saine,1137915624
Momodou Sabally,1243625627
Muhammed Magassy,1151065996
Pap Cheyassin Secka,1247083871
Alieu Badara Saja Taal,1247050844
Bruno Baum,1245092447
Gerhard Besier,1248500772
Karl Theodor Bayrhoffer,1137678089
Lena Arnoldt,1228301192
Otto Ballerstedt,1189113633
Otto Beck,1226154964
Rudolf Bahro,1246514462
Shqiprim Arifi,1245996635
Christian August von Eyben,1150862730
Christian Wilhelm Karl Ewald,1226174343
Dieter Engels,1165387534
Georg Fein,1222221753
Georg von Blumenthal,1243051498
Ignatz Bubis,1191575496
Johann Christian von Boyneburg,1249921858
John Ehret,1237258272
Torben Braga,1248547868
Wolf-Michael Catenhusen,1239972537
Carl Heinrich Wilhelm Hagen,1226188291
Friedrich Johannes Frommann,1093387022
Friedrich von Gentz,1248790750
Gert Haller,1068252041
Ludwig Hassenpflug,1226116184
Winfried Fockenberg,1225418442
Christoph Ernst von Houwald,1241312980
Ernst Henrici,1239894377
Franka Hitzing,1228300948
Friedrich von Holstein,1234065530
Herwart von Hohenburg,1247120291
Jakob Heller,1154908966
Joseph Hillebrand,1220777049
Rudolf Hilf,1065378015
Caio Koch-Weser,1215567546
Dieter Kunzelmann,1231353179
Emilie Kiep-Altenloh,1161356025
Francis Kruse,1226779277
Gottlob Johann Christian Kunth,1233135330
Marianne Laqueur,1241574430
Werner Knieper,1188787560
Armin Mohler,1245358961
Carl Otto von Madai,1240634849
Charles Lavy,1226204581
Felix Lichnowsky,1226205451
Joseph Musiol,1173064538
Karl Ledderhose,1240898056
Max Montgelas,1226211497
Moriz Lieber,1222045087
Adolf Pilar von Pilchau,1237840723
Christian Theodor Overbeck,1240259800
Dietrich Heinrich Ludwig von Ompteda,1242565618
Franz Seraph von Pfistermeister,1231553705
Friedrich-Carl Peus,1240004651
H. Busso Peus,1240004707
Hans Paasche,1240891443
Max von Oppenheim,1240981396
Theodor Olshausen,1242256661
Walter von Saint Paul-Illaire,1227931073
Eduard von Schele zu Schelenburg,1231553871
Ernst Wilhelm von Schlabrendorf,1001280832
Gunter Pleuger,1104322145
Johan Rantzau,1240776519
Mike Schubert,1210860457
Moritz Rittinghausen,1144503312
Nela Riehl,1242962207
Paul Schiemann,1234101505
Prince Richard of Hesse,1240804152
Ashok-Alexander Sridharan,1250926280
Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950
Gerhard Stahl,1237391547
Henry Ernest of Stolberg-Wernigerode,1230350617
Karl von Starck,1236241537
Paul Spiegel,1249590782
