politician_name,revision_id
Peter Schott,1158805969
Veit Ludwig von Seckendorff,1228470873
Anna Strohsahl,1235511227
Bertram von Sturm,1146695614
Curt Wach,1227609154
Heinrich Alois von Reigersberg,1228879346
Heinrich Sudermann,1226369269
Heinrich Voelter,1130505690
Ruth Weckenmann,1243240587
Stanislaw Trabalski,1238513656
Wolfgang Templin,1233839679
Agyen Kokobo,1187316535
Despina Chatzivassiliou-Tsovilis,1246159519
Hellmuth Weiss,1244017494
Hermann Wittich,1226380770
Hugo Wesendonck,1226378603
J. Nee Amahtey Hyde,1244174684
Ludwig Georg Winter,1062661561
Ofusu Kwabi,1103370473
Sefis Anastasakos,1232348830
Alcibiades Diamandi,1225731455
Antonis Fosteridis,1226111002
Asimakis Fotilas,1238412906
Christos Daralexis,1083450519
Georgios Drys,1205444933
Georgios Exintaris,1122203734
Ioannis Dimopoulos,1119564390
Sofoklis Avraam Choudaverdoglou-Theodotos,1232322281
Spyridon Galinos,1177420715
Alexis Liatis,1118203952
Eustathios Lagakos,1118204107
Failos Kranidiotis,1156045704
Georgios Kourtoglou,1161584075
Giorgos Katiforis,1221278854
Ioannis Malachias,1232322174
Matthaios Kofidis,1216081687
Nikolaos Makris,1163124965
Stavros Karampelas,1164966747
Theophilos Kamberidis,1204621612
Alketas Panagoulias,1247604735
Anni Podimata,1157530218
Avraham Rakanti,1226946571
Fotis Perlikos,1242765206
Ismail Molla,1243379211
Nikos Kosis,1173589571
Theodoros Negris,1248921819
Traianos Nallis,1247683483
Yiannis Papadimitriou,1225990254
Fotini Dekazou Stefanopoulou,1188372971
Georgios Romeos,1240228353
Georgios Tertsetis,1234384469
Haris Romas,1247440581
Ioannis Soutsos,1118204096
Neoklis Sarris,1179418320
Simos Simopoulos,1211043784
Sokratis Famellos,1246982301
Vasilis Stigkas,1244105942
Vassilis Rotas,1220371513
Anestis Vlahos,1249587277
Christos Xanthopoulos-Palamas,1118204132
Eugenia Tsoumani-Spentza,1232437700
Giannis Theonas,1194465925
Konstantinos Zografos,1118203914
Nikitas Venizelos,1231258246
Nikolaos Tsourouktsoglou,1246424186
Spiros Zournatzis,1189128481
Spyridon Valettas,1223108932
Theofanis Tombras,1158045142
Aldana Sandoval,1016735357
Francis Alexis,1242252016
Leo Cato,1133912529
Luis Batres Juarros,1231590847
Carlos Castillo Medrano,1015536139
Edwin Escobar Hill,1102909542
Harold Caballeros,1230133462
Jafeth Cabrera,1195917199
Mariano Beltranena y Llano,1228325819
Pedro Brolo,1228345888
Ricardo Bueso,1145140846
Eduardo Stein,1228343915
Luis Francisco Ortega Menaldo,1241053119
Manuel Villacorta,1220669085
Mariano Rivera Paz,1238485439
Pedro Molina Mazariegos,1249577124
Roberto Molina Barreto,1244829604
Alpha Oumar Barry,1171242393
Amadou Damaro Camara,1138773088
Barry III,1157234813
Ibrahima Kaba Bah,1189714237
Karim Bangoura,1178323740
Mahmoud Bah,1179963758
Mamadou Boye Bah,1241621063
Thierno Aliou,1025501033
Boubacar Yacine Diallo,1226298707
Guillaume Hawing,1231993438
Mory Sinkoun Kaba,1169321796
Sekou Benna Camara,1214405631
Yacine Diallo,1157228808
Achkar Marof,1172887309
Aissata Mariama Soumah,1226483955
Albert Liurette,1187822681
Dansa Kourouma,1225689289
Dinah Salifou,1230417967
Dominique Kpoghomou,1231545434
Koutoub Moustapha Sano,1240195055
Mamba Sano,1186381012
Sidiba Koulibaly,1233177790
Almamy Ahmadou of Timbo,1213635496
Antony Beaujon,1129731289
Diallo Telli,1178513406
Nigel Dharamlall,1245162145
Roy Fredericks,1225354614
Stephen Campbell,1231770164
Barton Scotland,1222160201
C. N. Sharma,1219573961
Jane Phillips-Gay,1189968275
Joseph Harmon,1233268491
Manzoor Nadir,1242176652
Rahman Baccus Gajraj,1242807387
Rashleigh Jackson,1170739829
Robert Persaud,1190122265
Ubraj Narine,1211442079
Winifred Gaskin,1215776481
A. R. F. Webber,1156355955
Georges Anglade,1246159936
Jean-Fernand Brierre,1215401761
Luckner Cambronne,1242496812
Michel Patrick Boisvert,1242253141
Paul Arcelin,1248663780
President of Haiti,1247861822
Robert Victor Evan Wong,1224213889
Rosalvo Bobo,1221928174
Evans Lescouflair,1206969587
Fernand Hibbert,1144570454
Jean Julme,1161799415
Massillon Coicou,1248295740
Oswald Durand,1241151320
Alix Mathon,1099843841
Jean-Baptiste Mills,1234699497
Jean-Louis Annecy,1232824556
Jules Solime Milscent,1244840590
Lorimer Denis,1189706771
Carlos Escaleras,1250417536
Gary Victor,1224935116
Jacques Roumain,1243382687
Philippe Thoby-Marcelin,1251097963
Septimus Rameau,1244094811
Yolani Batres,1184919604
Agapito Robleda Castro,1183485100
Justo Herrera,1227062098
Renato Florentino,1243219659
Salvador Nasralla,1250265293
Carlos Urbizo,1093553119
Franz Anton Basch,1217589862
Elek Benedek,1212561738
Farkas Bethlen,1221961669
Giovanni de Ciotta,1222150298
Emil Dessewffy,1217438745
Lajos Fodor,1214416146
Miksa Hadik,1017820647
Gyula Kautz,1204304297
Nicholas Kove,1249071898
Andrea Ossoinack,1230614310
Luigi Ossoinack,1182731594
Andor Schmuck,1249914090
Lajos Szikszai,1212248638
Pusapati Aditi Vijayalakshmi,1237546774
Tibor Farkas,1175892177
Aithabathula Anandarao,1241440166
Ajendra Singh Lodhi,1232095812
Ajoy Edwards,1249079014
Arjun Singh Bamniya,1242619180
Baij Nath Rawat,1251033410
Bathula Balaramakrishna,1232500619
M. Mallesh Babu,1245825172
Oorvasi S. Amirtharaj,1230951133
Syed Faisal Ali,1244232481
Arun Bharti,1235596015
Bandaru Satyananda Rao,1232500347
Bharat Bhushan Mandal,1251123038
Bommidi Narayana Nayakar,1232500872
Haris Beeran,1250733082
Mohit Beniwal,1244482122
Nimuben Bambhaniya,1238049866
Satpal Brahamchari,1246694309
Sunil Bose,1241961199
T. G. Bharath,1245214535
Anup Dhotre,1236240854
Bachhav Shobha Dinesh,1251145050
Chadalavada Aravinda Babu,1246386346
Chamala Kiran Kumar Reddy,1244286661
Chirri Balaraju,1232091907
Dineshbhai Makwana,1241441616
Lumbaram Choudhary,1245818465
Malaiyarasan D,1246672381
Shambhavi Choudhary,1246349324
Yanamala Divya,1235673745
Gajraj Bahadur Nagar,1242240347
Giddi Satyanarayana,1241442047
Haji Iqbal,1244248047
Hansraj Meena,1240917492
Inturi Nageswara Rao,1239236334
Mamidi Govinda Rao,1232660773
Nalini Gupta,1238540411
P. Geetha Jeevan,1249542355
Rajpalsinh Jadav,1238047054
Tajimul Islam,1243274616
C. Krishnamurali,1230949310
Kagitha Krishna Prasad,1232660835
Kalidindi Suryana Naga Sanyasi Raju,1232659904
Mahesh Kashyap,1237816427
Malwinder Singh Kang,1241560614
Manish Jaiswal,1240428350
Nimmaka Jaya Krishna,1241309246
Sarabjeet Singh Khalsa,1236727642
Sundarapu Vijay Kumar,1232658136
Harsh Malhotra,1239167371
Lal Mohan Gupta,1241559866
Lalmuanpuia Punte,1249552533
M.S. Tharanivendhan,1248190926
M. V. Nikesh Kumar,1247449899
Maddipati Venkata Raju,1232659961
Madduluri Malakondaiah Yadav,1246270275
Naba Charan Majhi,1244007593
Rajnikant Maheshwari,1240427204
Shreyas. M. Patel,1245989282
Bhaskar Bhagare,1244283795
Bhojraj Nag,1232500927
G. V. Markandayan,1249683539
Kondru Murali Mohan,1240256587
Mandipalli Ramprasad Reddy,1245717814
Manna Lal Rawat,1238076710
Mirza Rahmat Baig,1250597297
Muppidi Venkateswara Rao,1235989081
V. S. Matheswaran,1232663282
Anamika Singh Patel,1250228285
Chalavadi Narayanaswamy,1241004899
G Kumar Naik,1243128389
Jyothula Nehru,1232661745
Lokam Naga Madhavi,1232662322
P. P. Suneer,1244788344
Pantham Venkateswara Rao,1250770904
Pradeep Kumar Panigrahy,1238063699
S. Palani Nadar,1230949238
Umeshbhai Patel,1241591050
Anitha R. Radhakrishnan,1230951586
Dharmaraju Patsamatla,1248644798
E. Raja,1230950406
K E Prakash,1232661856
Kadambur Raju,1230950894
Lakho Phulani,1243484978
Matsyarasa Visweswara Raju,1232662468
Radha Krishnayya Badeti,1232662862
Ram Chandra Poudyal,1247962023
Satyanarayana Pithani,1248295135
Baggu Ramanamurthy,1249860352
Burla Ramanjaneyulu,1232500861
Kurugondla Ramakrishna,1230863495
Nadukuditi Eswara Rao,1239541448
Nagendra Singh Rathore,1250244997
Palla Srinivasa Rao,1246829948
R. V. Sujay Krishna Ranga Rao,1230872362
Radheshyam Rathiya,1237817149
Ram Tirath Singhal,1240429624
Ramasahayam Raghuram Reddy,1244286802
Dagumati Venkata Krishna Reddy,1239218290
Gummadi Sandhya Rani,1239275784
Koona Ravi Kumar,1249860212
R. Sachithanantham,1232662973
Rajkumar Sangwan,1250921862
Tokhan Sahu,1242025964
Varupula Satyaprabha,1232663181
Y. Sai Prasad Reddy,1236472677
Bandaru Satyanarayana Murthy,1239207188
Gondu Shankar,1232321936
Krishna Devi Shivshanker,1232095602
M. C. Shunmugaiah,1230951033
Shailendra Pratap Singh,1238082218
Silpa Chakrapani Reddy,1239231148
Virendra Pratap Shahi,1242975657
Chaudhary Rishipal Singh,1241441147
Gouthu Sireesha,1237922764
Madhvendra Pratap Singh,1249868085
Rajagopal Sreeram,1232662873
Roshan Kumar Songa,1238710746
Anita Subhadarshini,1238063554
Bharatbhai Sutariya,1237817306
Chetti Thanuja Rani,1242318759
Datla Subbaraju,1241441440
Jagadeeswari Thoyaka,1232659887
Kondapalli Srinivas,1238359601
T. Sadhan Tirumalaikumar,1230949473
Thangam Thennarasu,1248598184
Vamsi Krishna Gaddam,1246494673
Aditya Yadav,1251125687
Bonela Vijaya Chandra,1250235413
Deva Varaprasad,1242674101
Nelavala Vijayasree,1232660538
Satya Kumar Yadav,1245797987
Vamsi Krishna Srinivasa,1241967765
Vanamadi Venkateswara Rao,1250771020
Varla Kumar Raja,1249322042
Vegesana Narendra Varma Raju,1232721658
Yogeshwar Jha,1232991785
Achmadi Hadisoemarto,1250965860
Ahmad Azhary,1247255923
Aji Raden Sayid Mohammad,1243385610
Ali Algadri,1229864427
Antasari Azhar,1230187180
Burhan Abdurahman,1099307042
Bustanil Arifin,1250965925
Dahlan Abdullah,1244191166
Rais Abin,1250965801
Wiranto Arismunandar,1229389001
B.M. Diah,1233396798
Basyir Bachtiar,1244191276
Bonifasius Belawan Geh,1163823822
Fachrul Baraqbah,1230186154
Faisal Basri,1245337842
Kuryana Azis,1226762864
Mustofa Bisri,1248519130
Novel Baswedan,1230187783
Abdul Malik Fadjar,1185931368
Alue Dohong,1211229924
Constant Karma,1182379636
Daryatmo,1250748962
Dewa Cawu,1204553323
Djumhana Wiriaatmadja,1244191081
Ernest Douwes Dekker,1245602082
Omar Dhani,1242263585
Rahmah el Yunusiyah,1243367073
Rustam Effendi,1221012165
Albert Hasibuan,1188677120
Anang Hermansyah,1227409823
Hanum Salsabiela Rais,1242477833
Hasan Basry,1230187134
Mulfachri Harahap,1173129522
Nurdin Halid,1229864764
Syarif Hamid II of Pontianak,1232553110
Syarwan Hamid,1250089994
Yairus Gwijangge,1101922982
Zukhriatul Hafizah Muhammad,1246427809
Helmud Hontong,1236990274
Herman Johannes,1246107257
Hilman Djajadiningrat,1218245739
Ida Bagus Putra Manuaba,1180947411
Jafar Nainggolan,1176056235
Jihan Nurlela,1248803637
John Djopari,1244191286
Rasimah Ismail,1136661447
Romi Herton,1223610630
S. Kabo,1162201378
Ade Komarudin,1251063430
Andi Alfian Mallarangeng,1222273992
Bahlil Lahadalia,1248586895
Bambang Kesowo,1247638929
Ben Mang Reng Say,1222143636
Gatot Mangkoepradja,1237282516
Ichsan Loulembah,1244189018
Jialyka Maharani,1244189021
Liem Koen Hian,1243862673
Zulkarnain Karim,1106838661
Abdul Latif Daeng Masikki,1244188283
Adjie Massaid,1232167137
Ali Masykur Musa,1150921469
Alimuddin Daeng Matiro,1244188286
Burhan Muhammad,1245143844
Farouk Muhammad,1230185673
Hasyim Muzadi,1226956542
Herman Monim,1244191284
Mohamad Isa,1246684642
Paulus Moa,1244188289
Abi Kusno Nachran,1222220837
Johan Bernard Abraham Fortunatus Mayor Polak,1246863379
Julian Aldrin Pasha,1139718514
Muhammad Nazar,1172574886
Ngitung,1213829054
Oetomo Ramelan,1250147133
Panusunan Pasaribu,1130611672
Prijono,1250603537
Ramses Ohee,1186039754
Rustam Effendy Nainggolan,1136442271
Anthony Winza Probowo,1236900663
Bambang Santoso,1232733877
Maya Rumantir,1244189029
Rachel Maryam,1249335636
Rosan Roeslani,1250627043
Ryamizard Ryacudu,1244189678
Saleh Manaf,1242621031
Tedjo Edhy Purdijatno,1230185200
Yudas Sabaggalet,1230185959
Zuiyen Rais,1122138994
I Gusti Gde Subamia,1243060743
Juwono Sudarsono,1244189690
Mahadi Sinambela,1161081271
Sarifuddin Sudding,1249487755
Soegiono,1177095868
Soemarno Sosroatmodjo,1251094917
Sudi Silalahi,1250967240
Sukarni,1170942335
Sukmawati Sukarnoputri,1250900439
W. T. P. Simarmata,1244188591
A. Wahab,1213828687
Angela Tanoesoedibjo,1249398654
Charles Tambu,1229301303
Frans Tutuhatunewa,1242513025
Ibnu Sutowo,1233388786
Jan Engelbert Tatengkeng,1229394574
Putri Kus Wisnu Wardani,1244918775
Tengku Mansur,1240483620
Abbas Ali Akhtari,1228962136
Aghapour Alishahi,1238541366
Ali Agha-Mohammadi,1112736369
John Wattilete,1232251257
Mahdi Asgari,1239784337
Mohammad Ali Asfanani,1101619032
Shahrbanou Amani,1244275789
Yansen Tipa Padan,1186832772
Z. A. Ahmad,1228068255
Ebrahim Bahmani,1244442530
Esfandiar Ekhtiyari,1226146427
Habibollah Dahmardeh,1227612495
Mahmudali Chehregani,1236346239
Mohammad Damadi,1171987694
Mojtaba Bakhshipour,1218315840
Mousa Chegini,1064387673
Naeimeh Eshraghi,1146728728
Roozbeh Farahanipour,1247711258
Ali Golmoradi,1245508009
Amir Hossein Jahanshahi,1246624147
Farshad Ebrahimpour Nourabadi,1242193732
Fereidon Hasanvand,1158423087
Hassan Shariati Niyasar,1228962191
Heshmatollah Falahatpishe,1238872164
Holaku Rambod,1189207647
Jalal ed-Din Amir Chakhmaq Shami,1250754362
Seyed Zia Hashemi,1247034190
Sohrab Gilani,1228960968
Alireza Kazemi,1244126349
Ensieh Khazali,1239744485
Hamid Kahram,1242136780
Hedayatollah Khademi,1215901996
Kazem Khavazi,1242362206
Mehrdad Khonsari,1178544186
Mohammad-Hossein Khoshvaght,1233276732
Mohammad Khamenei,1238504252
Mohammad Reza Kalaei,1177464158
Yadollah Javani,1200779504
Ahmad Ali Moghimi,1215077290
Ebrahim Matinian,1228961023
Hadi Manafi,1224472112
Meysam Latifi,1250754433
Mohammad Ashouri Taziani,1175865575
Mohammad Faghie,1228547380
Mohammad Hadi Nejad Hosseinian,1245674858
Mohammad Kabiri,1241927237
Mohammad Reza Mokhber Dezfouli,1177725642
Seyed Mostafa Mir-Shafiei,1169176621
Ali Mohammad Noorian,1158807810
Majid Naseri Nejad,1228961030
Mohammad-Hadi Abdekhodaei,1225314849
Mohammad Mojabi,1128281165
Mohammad Mokhber,1248412421
Mohammad Saleh Meftah,1250753983
Mohammad Shahcheraghi,1228962213
Mostafa Mesbahzadeh,1232632604
Rasoul Movahedian,1140683216
Ahmad Toyserkani Ravari,1247958597
Ghodratollah Norouzi,1189153523
Hassan Shojaei Aliabadi,1234712624
Husayn Thabit,1237255469
Qasem Saedi,1228961037
Reza Nouri,1247253858
Safdar Rahmat Abadi,1220293743
Shahabeddin Tabatabaei,1226059368
Soleiman Khan Meykadeh,1225810430
Valiollah Rostaminejad,905601335
Abd-Allah ibn Aamir Hadhrami,1171600163
Abd al-Aziz al-Badri,1244698603
Abd al-Ilah,1250573208
Abdulsalam Abdullah,1190495892
Ahmed Abdul-Ghafur,1210659335
Ahmed Taha Abu Ragheef,1243688277
Akeel Al Saffar,1220967403
Ali Asghar Yousefnejad,1175865465
Mazin Abu Kalal,1097880283
Moussa Zargar,1177255264
Abu Bakr al-Baghdadi,1249134858
Adnan al-Assadi,1168509455
Atwan Al Atwani,1249037890
Dia al-Asadi,1221474604
Kamil Chadirji,1219540809
Luis Caro Bandar,1033782785
Masrour Barzani,1251077951
Mohammad Bahr al-Uloom,1249029892
Mouin AlKazmi,1249037852
Widad Akrawi,1243875485
Asaad Al Eidani,1246633688
Daban Shadala,1245547606
Fakhri al-Tabaqchali,1216429499
Falih Al-Fayyadh,1249037944
Menahem Saleh Daniel,1219867674
Mohammed Al-Ghabban,1249037951
Mohammed Hadid,1247827426
Qasim Al-Fahadawi,1249029995
Saadoun Ghaidan,1151589987
Sassoon Eskell,1249038351
Ahmad Hardi,1191190290
Dhia Jafar,1243074707
Jaafar al-Sadr,1240391256
Khairuddin Haseeb,1213513908
Mohamed Al-Halbousi,1249030002
Mohammad Iqbal Omar,1138228456
Rustam Haidar,1248753664
Salim al-Jabouri,1248173623
Ahmed Abdullah al-Jubouri,1161592238
Amin Farhan Jejo,1209072211
Duraid Kashmoula,1240165310
Iyad Jamal Al-Din,1248657579
Jamal Baban,1177303809
Jamil Abdul Wahab,1100882600
Khairi Al-Hindawi,1215785334
Muhammed Ibrahim al-Juraissey,931452659
Osama Youssef Kashmoula,1235576309
Yousef al-Kalabi,1249037984
Abbas Mahdi,1033783405
Fuad Masum,1222274951
George Mansour,1214256596
Majid al-Nasrawi,1219358100
Mawlud Mukhlis,1215706535
Mohammed Haji Mahmoud,1249038259
Muhammad Jamil Al-Mayahi,1177351824
Muhammed Ali Mahmud,1166288677
Tariq Najm,1247028402
Ahmed Abu Risha,1240338355
Ali al-Qaradaghi,1242783852
Atheel al-Nujaifi,1240203288
Gailan Ramiz,1249038049
Mowaffak al-Rubaie,1239974488
Rayan al-Kildani,1250626131
Saleh al-Ogaili,1248161249
Suhaib al-Rawi,1249030007
Yahia Nasseri,1207071815
Abir Al-Sahlani,1242838276
Ahmed Shibani,1245504726
Ali Al Tamimi,1249038115
Asaad Abu Gilel al-Taie,1136401308
Hussein al-Tahan,1147928697
Musa al-Shabandar,1230605202
Numan al-Samarrai,1249038733
Sargon Lazar Slewa,1177357911
Tahseen Said,1243491065
Ahmad Muhammad Yahya,1137404867
Ahmed Uthman,1213314881
Awni Yusuf,1242444633
Aziz Al-Yasiri,1243357393
Hani Abd Latif Tilfah,1216673569
Luay al-Yassiry,1197387317
Nabeel Yasin,1187162446
Saleh Yousefi,1220472335
Tawfiq al-Yasiri,1213227883
Toma Tomas,1235935722
Abdul Karim Zaidan,1247382115
Adnan al-Zurfi,1249655896
Alessandro Pernati di Momo,1220263642
Falah Hassan al-Zidan,1187920845
Faleh al-Ziyadi,1140359769
Giuseppe Amadei,1177469902
Semion Moshiashvili,1219759537
Shmuel Slavin,1208561573
Umberto Ambrosoli,1144171012
Yusuf Salman Yusuf,1250211819
Alfonso Bartoli,1189244524
Alfredo Arpaia,1174088484
Anton Giulio Barrili,1220684146
Giordano Bianchi Dottula,1227562744
Giovanni Battista Balbis,1189728520
Giovanni Bovara,1002536039
Luigi Bossi Visconti,1226018161
Teodorico Bonacci,1206348950
Antonella Bundu,1156838079
Darko Bratina,1222522027
Davide Caparini,1242294537
Enrico Cialdini,1223624365
Marino Busdachin,1162770792
Michele Angelo Cianciulli,1185179221
Michele Caccavale,1174206322
Viola Carofalo,1190198071
Alessandro Contini-Bonacossi,1222515774
Cesare Correnti,1045556051
Giovanni Cuomo,1235107797
Luca Coscioni,1248845393
Piero Ginori Conti,1250783744
Stefano Colonna,1174210321
Teodoro Cottrau,1221097725
Aldo Ferrabino,1244330314
Antonio De Berti,1235074825
Carlo Dossi,1242395503
Emidio Agostinoni,1217618108
Josip Ferfolja,1144472397
Philippe Daverio,1168519834
Simon Doria,1216799594
Vincenzo Duplancich,1226765389
Bruno Ferrante,1194193117
Carlo Filangieri,1229833190
Luigi Frari,1245788911
Pompeo Gabrielli,1240207871
Quirico Filopanti,1251114280
Ricciotti Garibaldi,1172266806
Stefano Bruno Galli,1251075623
Vincenzo Filonardi,1248587117
Vittorio Fossombroni,1250763804
Carlo Ginori,901844540
Carlo Ignazio Giulio,1226028049
Federico Gattorno,1189681460
Gaetano Gifuni,1245420013
Giuseppe Giovanni Pietro Alberganti,1184074034
Michele Geraci,1227609480
Nerio Giovanazzi,1175182038
Osvaldo Gnocchi-Viani,1193589413
Raffaello Giovagnoli,1167879958
Enzo Lauretta,1232452723
Francesco Domenico Guerrazzi,1238499858
Giuseppe Govone,1240175269
Luigi Porro Lambertenghi,1081453534
Michele Gortani,1244408098
Monaldo Leopardi,1237262288
Umberto Klinger,1162528236
Alessandrina Lonardo,1212915131
Andrea Maffei,1220326043
Elena Marinucci,1211172540
Filippo Mariotti,1249993799
Giovanni Lilliu,1243423283
Manfredo Manfredi,1240578936
Manuel Marliani,1225503688
Mario Maiolo,1083730536
Vincenzo Massilla,1185190847
Antonio Misiani,1237110647
Bonincontro Morigia,1179520102
Diotisalvi Neroni,1241401796
Enrico Millo,1240175998
Giuseppe Montanelli,1238499736
Ludovico Nogarola,1200149359
Maria Celeste Nardini,1182873094
Rosanna Minozzi,1244868290
Sarina Nathan,1219721377
Bartolo Pellegrino,1233899759
Bartolomeo Panciatichi,1052735553
Ferdinando Palasciano,1217687661
Maffeo Pantaleoni,1240551123
Mario Oriani-Ambrosini,1218079952
Oldrado da Tresseno,1041518550
Pietro Paleocapa,1196123355
Renzo Patria,1109586417
Vito Nunziante,1229548831
Augusto Pierantoni,1226945067
Gennaro Placco,1211247566
Giancarlo Pittelli,1225864190
Giovanni Puoti,1227318144
Giuseppe Perrucchetti,1224554137
Luigi Pizzardi,1240419143
Pandolfo Petrucci,1244701094
Renzo Rabellino,1132984121
Stefano Porcari,1197985031
Vittorio Pezzuto,1248530062
Arnaldo Rivera,1116307213
Aurelio Saliceti,1225180530
Carlo Romussi,1199074733
Coluccio Salutati,1208072184
Ercole Ricotti,1179348918
Francesco Saverio Salfi,1212517656
Italo Righi,1242868787
Pandolfo Savelli,1185924627
Riccardo Sarfatti,1249136575
Roberto di Ridolfo,1171276409
Alberto Tarchiani,1238108211
Bartolomeo Scala,1226044880
Dieter Steger,1230317226
Filippo Strozzi the Elder,1178520734
Francesco Saverio Starrabba Barbera,1182568902
Giorgio Sonnino,1114835603
Nicola Squitti,1241078027
Piero Soderini,1241554138
Salvatore Senese,1211668442
Carlo Tivaroni,1187024057
Francesco I Ventimiglia,1148195617
Giacomo Vuxani,1236574917
Giuseppe Vatinno,1230870596
Ingo della Volta,1249845428
Lanfranco Turci,1122151779
Massimo Tononi,1147948912
Pasquale Villari,1245488491
Rinaldo Taverna,1231095587
Tosca Bucarelli Martini,1240581723
Angelo Ziccardi,1211668279
Laurent Dona Fologo,1128478844
Leopoldo Zunini,1108571793
Loubo Augustin Djessou,1233127381
Michel Gueu,1219746004
Michele Zanche,1218766336
Rachel Keke,1242252505
Riccardo Zanella,1222692144
William of Capparone,1243032688
Akimasa Suzuki,1216495854
Anne-Marie Essy Raggi,1225716737
Jeanne Adjoua Peuhmond,1241442519
Marcel Zadi Kessy,1171961445
Masatoshi Akimoto,1245809164
Masayuki Aoyama,1099244351
Toshiyuki Adachi,1179324035
Asako Okai,1250373190
Atsushi Suzuki,1250934472
Bak Jungyang,1215565447
Chiharu Araki,1173106315
Date Munenari,1220407888
Fujiwara no Yoshikado,1153221879
Hajime Seki,1221342540
Daijiro Hashimoto,1181162825
Hayami Seiji,1223401371
Hideyuki Yokoyama,1248031733
Hisato Ichimada,1243516307
Ichita Kobashi,1189303646
Jon Heese,1224247296
Makoto Hirayama,1195002566
Masakazu Hamachi,1188409346
Satoshi Hamada,1234652966
Takanori Hayashi,1188379975
Iwakura Tomomi,1230191168
Kabayama Aisuke,1171238568
Kamata Eikichi,1138726038
Katsutoshi Kaneda,1227857563
Keiichi Inamine,1227854320
Kiyoharu Ishiwata,1238651325
Seiichi Ikehata,1183432859
Shinji Ishimaru,1246380723
Sohei Kamiya,1250934114
Kido Takayoshi,1226189780
Kim Gap-sun,1251047486
Kimiko Kurihara,1189081014
Komatsu Kiyokado,1063039451
Makoto Katamine,1195321944
Oguri Kozukenosuke,1249804085
Shinichiro Kurimoto,1243242066
Yukio Kurita,1238420392
Hiroshi Kuwashima,1239571480
Hiroshi Maruyama,1143966734
Hodaka Maruyama,1234250340
Kingo Machimura,1227862133
Matsudaira Norikata,981793614
Tatsuya Maruyama,1243580205
Eikichi Minato,1227864216
Gen Nakagawa,1162268649
Masakazu Nakai,1242119893
Matsudaira Yoshinaga,1249013378
Meiji oligarchy,1215386129
Mishima Michitsune,1159659441
Morito Tatsuo,1236600657
Muto Sanji,1206126912
Shinji Morimoto,1037558241
Atsushi Nonaka,1197601212
Haruo Okada,1176928858
Hiroyuki Nakamura,1132490848
Junji Nishime,1245711085
Kenji Nakanishi,1237518728
Oka Takazumi,1250627509
Ono no Imoko,1218826011
Taketora Ogata,1248398621
Hiroichi Sakai,1239552112
Ikuo Oyama,1156481467
Kazutoshi Sasayama,1167712836
Masataro Sawayanagi,1064572815
Ono no Minemori,1181368266
Otokita Shun,1221346332
Rie Saito,1210726445
Shigeru Sahashi,1116237993
Tatsuo Ozawa,1249907119
Junichi Seki,1228548554
Shinnen Tagaya,1240622803
Soko Shimabuku,1167712847
Sugawara no Kiyotomo,1184827171
Sugawara no Koreyoshi,1184827176
Sugawara no Michizane,1247397122
Yoshikatsu Takeiri,1238140273
Nobuhiro Tanabe,1160011684
Shigeyo Takeuchi,1247259823
Tanaka Tatsuo,1196161005
Tatsuo Takahashi,1173611573
Tokudaiji Sanetsune,1245475975
Torii Tadafumi,1242468034
Toshibumi Tanaka,1227422669
Tsunetoshi Tanaka,1020304143
Yoshihiro Tokugawa,1166332404
Hirofumi Yoshimura,1239550672
Katsumi Yamauchi,1052003178
Sayuri Uenishi,1235907071
Setsuo Yokomichi,1250886950
Tadao Watanabe,1242191080
Abdul-Latif Arabiyat,1185116520
Haditha Al-Khraisha,1218714079
Hayel Daoud,1231356478
Jumah Hammad,1247415858
Mohammad Daoudiyeh,1244648017
Musa Habes Almaaytah,1245828982
Raed Abu Soud,1245816512
Yoshitoki Sugitani,1224853051
Yuasa Kurahei,1221346251
Ahmad Hanandeh,1244983632
Fakhri Kawar,1250249725
Haditha Jamal Haditha Al-Khreisha,1248954943
Hani Khasawneh,1248954916
Hisham Khatib,1245814781
Khaled Kalaldeh,1246010239
Mahmoud Hanandeh,1245164378
Rashed Al-Khuzai,1240947752
Saleh Ali Al-Kharabsheh,1244979778
Yahya Kisbi,1244654673
Azmi Mahafzah,1247004269
Kamel Mahadin,1244988990
Kholoud Saqqaf,1244658832
Mohammad Qudah,1245826892
Muhannad Al Mubaidin,1244980218
Nadia al Rawabdeh,1244691414
Nancy Namrouqa,1246344358
Salameh Neimat,1244980528
Samir Murad,1244821309
Alia Abu Tayeh,1244981732
Baurzhan Abdishev,1234098485
Dauren Abaev,1250603494
Faisal Shboul,1245991710
Kamal Al-Shair,1243142013
Mohammed Awad al-Zayyud,1113279955
Muhammad Suheimat,1211054837
Sharaf bin Rajeh,1247714127
Wesam Al Tahtamouni,1247633212
Zeina Toukan,1244657766
Aron Atabek,1199940532
Azhar Giniyat,1243509814
Bektas Beknazarov,1243509942
Jambyl Ahmetbekov,1243509908
Kenes Aukhadiev,1232294802
Marat Beketaev,1243510011
Musabek Alimbekov,1243509941
Nurlan Aldabergenov,1243509816
Yerzhan Ashikbayev,1211911394
Askar Mussinov,1230029811
Galymjan Koishibaev,1231810366
Jiguli Dairabaev,1212847346
Mels Eleusizov,1230885276
Nygmet Nurmakov,1221993646
Oralbeg Abdu Kerimovic,1067021356
