name,url,country,population_millions
Majah Ha Adrif,https://en.wikipedia.org/wiki/Majah_Ha_Adrif,Afghanistan,42.4
Haroon al-Afghani,https://en.wikipedia.org/wiki/Haroon_al-Afghani,Afghanistan,42.4
Tayyab Agha,https://en.wikipedia.org/wiki/Tayyab_Agha,Afghanistan,42.4
Khadija Zahra Ahmadi,https://en.wikipedia.org/wiki/Khadija_Zahra_Ahmadi,Afghanistan,42.4
Aziza Ahmadyar,https://en.wikipedia.org/wiki/Aziza_Ahmadyar,Afghanistan,42.4
Muqadasa Ahmadzai,https://en.wikipedia.org/wiki/Muqadasa_Ahmadzai,Afghanistan,42.4
Mohammad Sarwar Ahmedzai,https://en.wikipedia.org/wiki/Mohammad_Sarwar_Ahmedzai,Afghanistan,42.4
Amir Muhammad Akhundzada,https://en.wikipedia.org/wiki/Amir_Muhammad_Akhundzada,Afghanistan,42.4
Nasrullah Baryalai Arsalai,https://en.wikipedia.org/wiki/Nasrullah_Baryalai_Arsalai,Afghanistan,42.4
Abdul Rahim Ayoubi,https://en.wikipedia.org/wiki/Abdul_Rahim_Ayoubi,Afghanistan,42.4
Ismael Balkhi,https://en.wikipedia.org/wiki/Ismael_Balkhi,Afghanistan,42.4
Abdul Baqi Turkistani,https://en.wikipedia.org/wiki/Abdul_Baqi_Turkistani,Afghanistan,42.4
Mohammad Ghous Bashiri,https://en.wikipedia.org/wiki/Mohammad_Ghous_Bashiri,Afghanistan,42.4
Jan Baz,https://en.wikipedia.org/wiki/Jan_Baz,Afghanistan,42.4
Bashir Ahmad Bezan,https://en.wikipedia.org/wiki/Bashir_Ahmad_Bezan,Afghanistan,42.4
Rafiullah Bidar,https://en.wikipedia.org/wiki/Rafiullah_Bidar,Afghanistan,42.4
Mohammad Siddiq Chakari,https://en.wikipedia.org/wiki/Mohammad_Siddiq_Chakari,Afghanistan,42.4
Cheragh Ali Cheragh,https://en.wikipedia.org/wiki/Cheragh_Ali_Cheragh,Afghanistan,42.4
Nasir Ahmad Durrani,https://en.wikipedia.org/wiki/Nasir_Ahmad_Durrani,Afghanistan,42.4
Muhammad Hashim Esmatullahi,https://en.wikipedia.org/wiki/Muhammad_Hashim_Esmatullahi,Afghanistan,42.4
Ezatullah (Nangarhar),https://en.wikipedia.org/wiki/Ezatullah_(Nangarhar),Afghanistan,42.4
Aimal Faizi,https://en.wikipedia.org/wiki/Aimal_Faizi,Afghanistan,42.4
Gajinder Singh Safri,https://en.wikipedia.org/wiki/Gajinder_Singh_Safri,Afghanistan,42.4
Sharif Ghalib,https://en.wikipedia.org/wiki/Sharif_Ghalib,Afghanistan,42.4
Hashmat Ghani Ahmadzai,https://en.wikipedia.org/wiki/Hashmat_Ghani_Ahmadzai,Afghanistan,42.4
Abdul Ghani Ghani,https://en.wikipedia.org/wiki/Abdul_Ghani_Ghani,Afghanistan,42.4
Ghulam Ghaus,https://en.wikipedia.org/wiki/Ghulam_Ghaus,Afghanistan,42.4
Ghulam Muhammad Ghobar,https://en.wikipedia.org/wiki/Ghulam_Muhammad_Ghobar,Afghanistan,42.4
Mohammad Gul (Helmand Council),https://en.wikipedia.org/wiki/Mohammad_Gul_(Helmand_Council),Afghanistan,42.4
Sayed Yousuf Halim,https://en.wikipedia.org/wiki/Sayed_Yousuf_Halim,Afghanistan,42.4
Rangina Hamidi,https://en.wikipedia.org/wiki/Rangina_Hamidi,Afghanistan,42.4
Sayed Zafar Hashemi,https://en.wikipedia.org/wiki/Sayed_Zafar_Hashemi,Afghanistan,42.4
Qutbuddin Hilal,https://en.wikipedia.org/wiki/Qutbuddin_Hilal,Afghanistan,42.4
Mahboba Hoqomal,https://en.wikipedia.org/wiki/Mahboba_Hoqomal,Afghanistan,42.4
Musa Hotak,https://en.wikipedia.org/wiki/Musa_Hotak,Afghanistan,42.4
Mirza Muhammad Ismail,https://en.wikipedia.org/wiki/Mirza_Muhammad_Ismail,Afghanistan,42.4
Sayed Jalal,https://en.wikipedia.org/wiki/Sayed_Jalal,Afghanistan,42.4
Said Tayeb Jawad,https://en.wikipedia.org/wiki/Said_Tayeb_Jawad,Afghanistan,42.4
Sayed Jalal Karim,https://en.wikipedia.org/wiki/Sayed_Jalal_Karim,Afghanistan,42.4
Hafizullah Shabaz Khail,https://en.wikipedia.org/wiki/Hafizullah_Shabaz_Khail,Afghanistan,42.4
Masoud Khalili,https://en.wikipedia.org/wiki/Masoud_Khalili,Afghanistan,42.4
Mohammad Khan (athlete),https://en.wikipedia.org/wiki/Mohammad_Khan_(athlete),Afghanistan,42.4
Samoud Khan,https://en.wikipedia.org/wiki/Samoud_Khan,Afghanistan,42.4
Baran Khan Kudezai,https://en.wikipedia.org/wiki/Baran_Khan_Kudezai,Afghanistan,42.4
Azizullah Lodin,https://en.wikipedia.org/wiki/Azizullah_Lodin,Afghanistan,42.4
Razaq Mamoon,https://en.wikipedia.org/wiki/Razaq_Mamoon,Afghanistan,42.4
Fazel Ahmed Manawi,https://en.wikipedia.org/wiki/Fazel_Ahmed_Manawi,Afghanistan,42.4
Moeen Marastial,https://en.wikipedia.org/wiki/Moeen_Marastial,Afghanistan,42.4
Ahmad Wali Massoud,https://en.wikipedia.org/wiki/Ahmad_Wali_Massoud,Afghanistan,42.4
Mohammad Daud Miraki,https://en.wikipedia.org/wiki/Mohammad_Daud_Miraki,Afghanistan,42.4
Abdul Sattar Mirzakwal,https://en.wikipedia.org/wiki/Abdul_Sattar_Mirzakwal,Afghanistan,42.4
Abdul Karim Misaq,https://en.wikipedia.org/wiki/Abdul_Karim_Misaq,Afghanistan,42.4
Ali Mohammad (politician),https://en.wikipedia.org/wiki/Ali_Mohammad_(politician),Afghanistan,42.4
Nasruddin Mohseni,https://en.wikipedia.org/wiki/Nasruddin_Mohseni,Afghanistan,42.4
Davood Moradian,https://en.wikipedia.org/wiki/Davood_Moradian,Afghanistan,42.4
Zalmai Mujadidi,https://en.wikipedia.org/wiki/Zalmai_Mujadidi,Afghanistan,42.4
Sardar Mohammad Nadir Naeem,https://en.wikipedia.org/wiki/Sardar_Mohammad_Nadir_Naeem,Afghanistan,42.4
Daoud Naji,https://en.wikipedia.org/wiki/Daoud_Naji,Afghanistan,42.4
Gholam Rabani Nasher,https://en.wikipedia.org/wiki/Gholam_Rabani_Nasher,Afghanistan,42.4
Ghulam Faroq Nijrabi,https://en.wikipedia.org/wiki/Ghulam_Faroq_Nijrabi,Afghanistan,42.4
Zabih-U-llah Ghazi Noristani,https://en.wikipedia.org/wiki/Zabih-U-llah_Ghazi_Noristani,Afghanistan,42.4
Mohammed Tahir Omar,https://en.wikipedia.org/wiki/Mohammed_Tahir_Omar,Afghanistan,42.4
Mohammed Qalamuddin,https://en.wikipedia.org/wiki/Mohammed_Qalamuddin,Afghanistan,42.4
Ghulam Mohammad Rigi,https://en.wikipedia.org/wiki/Ghulam_Mohammad_Rigi,Afghanistan,42.4
Ghulam Hassan Safi,https://en.wikipedia.org/wiki/Ghulam_Hassan_Safi,Afghanistan,42.4
Hanifa Safi,https://en.wikipedia.org/wiki/Hanifa_Safi,Afghanistan,42.4
Mohammed Zia Salehi,https://en.wikipedia.org/wiki/Mohammed_Zia_Salehi,Afghanistan,42.4
Abdul Majid Samim,https://en.wikipedia.org/wiki/Abdul_Majid_Samim,Afghanistan,42.4
Saber Sangar,https://en.wikipedia.org/wiki/Saber_Sangar,Afghanistan,42.4
Sayed Nasim Mihanparast,https://en.wikipedia.org/wiki/Sayed_Nasim_Mihanparast,Afghanistan,42.4
Suhail Shaheen,https://en.wikipedia.org/wiki/Suhail_Shaheen,Afghanistan,42.4
Fazal Hadi Shinwari,https://en.wikipedia.org/wiki/Fazal_Hadi_Shinwari,Afghanistan,42.4
Baktash Siawash,https://en.wikipedia.org/wiki/Baktash_Siawash,Afghanistan,42.4
Hasan Ali Sultani,https://en.wikipedia.org/wiki/Hasan_Ali_Sultani,Afghanistan,42.4
Mohammad Hashem Taufiqui,https://en.wikipedia.org/wiki/Mohammad_Hashem_Taufiqui,Afghanistan,42.4
Pacha Gul Wafadar,https://en.wikipedia.org/wiki/Pacha_Gul_Wafadar,Afghanistan,42.4
Wahidullah Waissi,https://en.wikipedia.org/wiki/Wahidullah_Waissi,Afghanistan,42.4
Ahmadullah Wasiq,https://en.wikipedia.org/wiki/Ahmadullah_Wasiq,Afghanistan,42.4
Gul Ahmmad Yama,https://en.wikipedia.org/wiki/Gul_Ahmmad_Yama,Afghanistan,42.4
Abdul Salam Zaeef,https://en.wikipedia.org/wiki/Abdul_Salam_Zaeef,Afghanistan,42.4
Abdul Zahir (Konar Education Minister),https://en.wikipedia.org/wiki/Abdul_Zahir_(Konar_Education_Minister),Afghanistan,42.4
Mohammed Zaman,https://en.wikipedia.org/wiki/Mohammed_Zaman,Afghanistan,42.4
Ziauddin (Afghan militia leader),https://en.wikipedia.org/wiki/Ziauddin_(Afghan_militia_leader),Afghanistan,42.4
Qari Ziauddin,https://en.wikipedia.org/wiki/Qari_Ziauddin,Afghanistan,42.4
Abdul Ghafor Zori,https://en.wikipedia.org/wiki/Abdul_Ghafor_Zori,Afghanistan,42.4
Ali Pasha of Gusinje,https://en.wikipedia.org/wiki/Ali_Pasha_of_Gusinje,Albania,2.7
Ylli Asllani,https://en.wikipedia.org/wiki/Ylli_Asllani,Albania,2.7
Azis Tahir Ajdonati,https://en.wikipedia.org/wiki/Azis_Tahir_Ajdonati,Albania,2.7
Bislim Bajgora,https://en.wikipedia.org/wiki/Bislim_Bajgora,Albania,2.7
Kastriot Berissa,https://en.wikipedia.org/wiki/Kastriot_Berissa,Albania,2.7
Bardhok Biba,https://en.wikipedia.org/wiki/Bardhok_Biba,Albania,2.7
Kostandin Boshnjaku,https://en.wikipedia.org/wiki/Kostandin_Boshnjaku,Albania,2.7
Spartak Braho,https://en.wikipedia.org/wiki/Spartak_Braho,Albania,2.7
Safet Butka,https://en.wikipedia.org/wiki/Safet_Butka,Albania,2.7
Uran Butka,https://en.wikipedia.org/wiki/Uran_Butka,Albania,2.7
Refo Çapari,https://en.wikipedia.org/wiki/Refo_Çapari,Albania,2.7
Neritan Ceka,https://en.wikipedia.org/wiki/Neritan_Ceka,Albania,2.7
Hysni Curri,https://en.wikipedia.org/wiki/Hysni_Curri,Albania,2.7
Ibrahim Dalliu,https://en.wikipedia.org/wiki/Ibrahim_Dalliu,Albania,2.7
Niazi Demi,https://en.wikipedia.org/wiki/Niazi_Demi,Albania,2.7
Abdurrahman Dibra,https://en.wikipedia.org/wiki/Abdurrahman_Dibra,Albania,2.7
Bujar Dida,https://en.wikipedia.org/wiki/Bujar_Dida,Albania,2.7
Ahmed Dino,https://en.wikipedia.org/wiki/Ahmed_Dino,Albania,2.7
Rasih Dino,https://en.wikipedia.org/wiki/Rasih_Dino,Albania,2.7
Ferhat Bey Draga,https://en.wikipedia.org/wiki/Ferhat_Bey_Draga,Albania,2.7
Nexhip Draga,https://en.wikipedia.org/wiki/Nexhip_Draga,Albania,2.7
Aqif Pasha Elbasani,https://en.wikipedia.org/wiki/Aqif_Pasha_Elbasani,Albania,2.7
Abas Ermenji,https://en.wikipedia.org/wiki/Abas_Ermenji,Albania,2.7
Qamil Musa Haxhi Feza,https://en.wikipedia.org/wiki/Qamil_Musa_Haxhi_Feza,Albania,2.7
Themistokli Gërmenji,https://en.wikipedia.org/wiki/Themistokli_Gërmenji,Albania,2.7
Sabri Godo,https://en.wikipedia.org/wiki/Sabri_Godo,Albania,2.7
Mihal Grameno,https://en.wikipedia.org/wiki/Mihal_Grameno,Albania,2.7
Aćif Hadžiahmetović,https://en.wikipedia.org/wiki/Aćif_Hadžiahmetović,Albania,2.7
High Council of Regency,https://en.wikipedia.org/wiki/High_Council_of_Regency,Albania,2.7
Kurt Agë Kadiu,https://en.wikipedia.org/wiki/Kurt_Agë_Kadiu,Albania,2.7
Mehmed Kalakula,https://en.wikipedia.org/wiki/Mehmed_Kalakula,Albania,2.7
Alfred Karamuço,https://en.wikipedia.org/wiki/Alfred_Karamuço,Albania,2.7
Ibrahim Karbunara,https://en.wikipedia.org/wiki/Ibrahim_Karbunara,Albania,2.7
Ali Këlcyra,https://en.wikipedia.org/wiki/Ali_Këlcyra,Albania,2.7
Bajram Kelmendi,https://en.wikipedia.org/wiki/Bajram_Kelmendi,Albania,2.7
Kristo Kirka,https://en.wikipedia.org/wiki/Kristo_Kirka,Albania,2.7
Elez Koçi,https://en.wikipedia.org/wiki/Elez_Koçi,Albania,2.7
Xhelal Koprëncka,https://en.wikipedia.org/wiki/Xhelal_Koprëncka,Albania,2.7
Kryeziu family,https://en.wikipedia.org/wiki/Kryeziu_family,Albania,2.7
Artur Kuko,https://en.wikipedia.org/wiki/Artur_Kuko,Albania,2.7
Xhavid Leskoviku,https://en.wikipedia.org/wiki/Xhavid_Leskoviku,Albania,2.7
Sabit Lulo,https://en.wikipedia.org/wiki/Sabit_Lulo,Albania,2.7
Gjon Markagjoni,https://en.wikipedia.org/wiki/Gjon_Markagjoni,Albania,2.7
Tefik Mborja,https://en.wikipedia.org/wiki/Tefik_Mborja,Albania,2.7
Hysni Milloshi,https://en.wikipedia.org/wiki/Hysni_Milloshi,Albania,2.7
Musa Qazimi,https://en.wikipedia.org/wiki/Musa_Qazimi,Albania,2.7
Mustafa Ndroqi,https://en.wikipedia.org/wiki/Mustafa_Ndroqi,Albania,2.7
Behxhet Nepravishta,https://en.wikipedia.org/wiki/Behxhet_Nepravishta,Albania,2.7
Adrian Neritani,https://en.wikipedia.org/wiki/Adrian_Neritani,Albania,2.7
Sali Nivica,https://en.wikipedia.org/wiki/Sali_Nivica,Albania,2.7
Thoma Orologa,https://en.wikipedia.org/wiki/Thoma_Orologa,Albania,2.7
Bedri Pejani,https://en.wikipedia.org/wiki/Bedri_Pejani,Albania,2.7
Kadri Prishtina,https://en.wikipedia.org/wiki/Kadri_Prishtina,Albania,2.7
Ymer Prizreni,https://en.wikipedia.org/wiki/Ymer_Prizreni,Albania,2.7
Avni Rustemi,https://en.wikipedia.org/wiki/Avni_Rustemi,Albania,2.7
Chatin Sarachi,https://en.wikipedia.org/wiki/Chatin_Sarachi,Albania,2.7
Nebi Sefa,https://en.wikipedia.org/wiki/Nebi_Sefa,Albania,2.7
Eduard Shalsi,https://en.wikipedia.org/wiki/Eduard_Shalsi,Albania,2.7
Ylli Vesel Shehu,https://en.wikipedia.org/wiki/Ylli_Vesel_Shehu,Albania,2.7
Athanas Shundi,https://en.wikipedia.org/wiki/Athanas_Shundi,Albania,2.7
Xhelal Sveçla,https://en.wikipedia.org/wiki/Xhelal_Sveçla,Albania,2.7
Mehmet Tahsini,https://en.wikipedia.org/wiki/Mehmet_Tahsini,Albania,2.7
Ibrahim Temo,https://en.wikipedia.org/wiki/Ibrahim_Temo,Albania,2.7
Afrim Tole,https://en.wikipedia.org/wiki/Afrim_Tole,Albania,2.7
Syreja Vlora,https://en.wikipedia.org/wiki/Syreja_Vlora,Albania,2.7
Visarion Xhuvani,https://en.wikipedia.org/wiki/Visarion_Xhuvani,Albania,2.7
Visar Ymeri,https://en.wikipedia.org/wiki/Visar_Ymeri,Albania,2.7
Abdyl Ypi,https://en.wikipedia.org/wiki/Abdyl_Ypi,Albania,2.7
Xhezair Zaganjori,https://en.wikipedia.org/wiki/Xhezair_Zaganjori,Albania,2.7
Menduh Zavalani,https://en.wikipedia.org/wiki/Menduh_Zavalani,Albania,2.7
Abdelkader Zoukh,https://en.wikipedia.org/wiki/Abdelkader_Zoukh,Algeria,46.8
Chaâbane Aït Abderrahim,https://en.wikipedia.org/wiki/Chaâbane_Aït_Abderrahim,Algeria,46.8
Ali Aoun,https://en.wikipedia.org/wiki/Ali_Aoun,Algeria,46.8
Basma Azouar,https://en.wikipedia.org/wiki/Basma_Azouar,Algeria,46.8
Mohamed Seghir Babes,https://en.wikipedia.org/wiki/Mohamed_Seghir_Babes,Algeria,46.8
Noureddine Bahbouh,https://en.wikipedia.org/wiki/Noureddine_Bahbouh,Algeria,46.8
Lamine Bechichi,https://en.wikipedia.org/wiki/Lamine_Bechichi,Algeria,46.8
Aïssa Bekkai,https://en.wikipedia.org/wiki/Aïssa_Bekkai,Algeria,46.8
Abdelhakim Belabed,https://en.wikipedia.org/wiki/Abdelhakim_Belabed,Algeria,46.8
Mohamed Tarek Belaribi,https://en.wikipedia.org/wiki/Mohamed_Tarek_Belaribi,Algeria,46.8
Kamel Beldjoud,https://en.wikipedia.org/wiki/Kamel_Beldjoud,Algeria,46.8
Aboubakr Belkaid,https://en.wikipedia.org/wiki/Aboubakr_Belkaid,Algeria,46.8
Youcef Belmehdi,https://en.wikipedia.org/wiki/Youcef_Belmehdi,Algeria,46.8
Mohamed Cherif Belmihoub,https://en.wikipedia.org/wiki/Mohamed_Cherif_Belmihoub,Algeria,46.8
Mohamed Belouizdad,https://en.wikipedia.org/wiki/Mohamed_Belouizdad,Algeria,46.8
Benaouda Hadj Hacène Bachterzi,https://en.wikipedia.org/wiki/Benaouda_Hadj_Hacène_Bachterzi,Algeria,46.8
Souad Bendjaballah,https://en.wikipedia.org/wiki/Souad_Bendjaballah,Algeria,46.8
Abdelkrim Benmbarek,https://en.wikipedia.org/wiki/Abdelkrim_Benmbarek,Algeria,46.8
Mohamed Bensalam,https://en.wikipedia.org/wiki/Mohamed_Bensalam,Algeria,46.8
Fayçal Bentaleb,https://en.wikipedia.org/wiki/Fayçal_Bentaleb,Algeria,46.8
Ahmed Bidani,https://en.wikipedia.org/wiki/Ahmed_Bidani,Algeria,46.8
Kamel Bidari,https://en.wikipedia.org/wiki/Kamel_Bidari,Algeria,46.8
Rachid Bladehane,https://en.wikipedia.org/wiki/Rachid_Bladehane,Algeria,46.8
Saïd Boualam,https://en.wikipedia.org/wiki/Saïd_Boualam,Algeria,46.8
Rabah Bouaziz,https://en.wikipedia.org/wiki/Rabah_Bouaziz,Algeria,46.8
Abdeslam Bouchouareb,https://en.wikipedia.org/wiki/Abdeslam_Bouchouareb,Algeria,46.8
Ibrahim Boughali,https://en.wikipedia.org/wiki/Ibrahim_Boughali,Algeria,46.8
Yahia Boukhari,https://en.wikipedia.org/wiki/Yahia_Boukhari,Algeria,46.8
Mohamed Bouslimani,https://en.wikipedia.org/wiki/Mohamed_Bouslimani,Algeria,46.8
Foued Chehat,https://en.wikipedia.org/wiki/Foued_Chehat,Algeria,46.8
Hamza Al Sid Cheikh,https://en.wikipedia.org/wiki/Hamza_Al_Sid_Cheikh,Algeria,46.8
Hocine Cherhabil,https://en.wikipedia.org/wiki/Hocine_Cherhabil,Algeria,46.8
Abderrahmane Meziane Chérif,https://en.wikipedia.org/wiki/Abderrahmane_Meziane_Chérif,Algeria,46.8
Saïd Chibane,https://en.wikipedia.org/wiki/Saïd_Chibane,Algeria,46.8
Brahim Chibout,https://en.wikipedia.org/wiki/Brahim_Chibout,Algeria,46.8
Youcef Chorfa,https://en.wikipedia.org/wiki/Youcef_Chorfa,Algeria,46.8
Fazia Dahleb,https://en.wikipedia.org/wiki/Fazia_Dahleb,Algeria,46.8
Taha Derbal,https://en.wikipedia.org/wiki/Taha_Derbal,Algeria,46.8
Nassim Diafat,https://en.wikipedia.org/wiki/Nassim_Diafat,Algeria,46.8
Mokhtar Didouche,https://en.wikipedia.org/wiki/Mokhtar_Didouche,Algeria,46.8
Bouras Djamel,https://en.wikipedia.org/wiki/Bouras_Djamel,Algeria,46.8
Fatiha Serour,https://en.wikipedia.org/wiki/Fatiha_Serour,Algeria,46.8
Ahmed Hamiani,https://en.wikipedia.org/wiki/Ahmed_Hamiani,Algeria,46.8
Nadir Kassab,https://en.wikipedia.org/wiki/Nadir_Kassab,Algeria,46.8
Brahim Djamel Kassali,https://en.wikipedia.org/wiki/Brahim_Djamel_Kassali,Algeria,46.8
Kaoutar Krikou,https://en.wikipedia.org/wiki/Kaoutar_Krikou,Algeria,46.8
Sassi Lamouri,https://en.wikipedia.org/wiki/Sassi_Lamouri,Algeria,46.8
Mohamed Maghlaoui,https://en.wikipedia.org/wiki/Mohamed_Maghlaoui,Algeria,46.8
Amar Makhloufi,https://en.wikipedia.org/wiki/Amar_Makhloufi,Algeria,46.8
Yassine Merabi,https://en.wikipedia.org/wiki/Yassine_Merabi,Algeria,46.8
Brahim Merad,https://en.wikipedia.org/wiki/Brahim_Merad,Algeria,46.8
Bachir Messaitfa,https://en.wikipedia.org/wiki/Bachir_Messaitfa,Algeria,46.8
Azzedine Mihoubi,https://en.wikipedia.org/wiki/Azzedine_Mihoubi,Algeria,46.8
Mohamed Ali Boughazi,https://en.wikipedia.org/wiki/Mohamed_Ali_Boughazi,Algeria,46.8
Amar Mohammedi,https://en.wikipedia.org/wiki/Amar_Mohammedi,Algeria,46.8
Samia Moualfi,https://en.wikipedia.org/wiki/Samia_Moualfi,Algeria,46.8
Soraya Mouloudji,https://en.wikipedia.org/wiki/Soraya_Mouloudji,Algeria,46.8
Yacine Oualid,https://en.wikipedia.org/wiki/Yacine_Oualid,Algeria,46.8
Cherif Rahmani,https://en.wikipedia.org/wiki/Cherif_Rahmani,Algeria,46.8
Lakhdar Rakhroukh,https://en.wikipedia.org/wiki/Lakhdar_Rakhroukh,Algeria,46.8
Laid Rebiga,https://en.wikipedia.org/wiki/Laid_Rebiga,Algeria,46.8
Kamel Rezig,https://en.wikipedia.org/wiki/Kamel_Rezig,Algeria,46.8
Salim Saadi,https://en.wikipedia.org/wiki/Salim_Saadi,Algeria,46.8
Abdelhak Saihi,https://en.wikipedia.org/wiki/Abdelhak_Saihi,Algeria,46.8
Hichem Sofiane Salaouatchi,https://en.wikipedia.org/wiki/Hichem_Sofiane_Salaouatchi,Algeria,46.8
Naima Salhi,https://en.wikipedia.org/wiki/Naima_Salhi,Algeria,46.8
Abderezak Sebgag,https://en.wikipedia.org/wiki/Abderezak_Sebgag,Algeria,46.8
Abderrachid Tabbi,https://en.wikipedia.org/wiki/Abderrachid_Tabbi,Algeria,46.8
Karim Bibi Triki,https://en.wikipedia.org/wiki/Karim_Bibi_Triki,Algeria,46.8
Layachi Yaker,https://en.wikipedia.org/wiki/Layachi_Yaker,Algeria,46.8
Ahmed Zeghdar,https://en.wikipedia.org/wiki/Ahmed_Zeghdar,Algeria,46.8
Adão Francisco Correia de Almeida,https://en.wikipedia.org/wiki/Adão_Francisco_Correia_de_Almeida,Angola,36.7
Ana Paula Chantre Luna de Carvalho,https://en.wikipedia.org/wiki/Ana_Paula_Chantre_Luna_de_Carvalho,Angola,36.7
Alexandre Sebastião André,https://en.wikipedia.org/wiki/Alexandre_Sebastião_André,Angola,36.7
Paulino Baptista,https://en.wikipedia.org/wiki/Paulino_Baptista,Angola,36.7
Bernarda Gonçalves Martins,https://en.wikipedia.org/wiki/Bernarda_Gonçalves_Martins,Angola,36.7
João Baptista Borges,https://en.wikipedia.org/wiki/João_Baptista_Borges,Angola,36.7
Carolina Cerqueira,https://en.wikipedia.org/wiki/Carolina_Cerqueira,Angola,36.7
Arlete Chimbinda,https://en.wikipedia.org/wiki/Arlete_Chimbinda,Angola,36.7
Kafundanga Chingunji,https://en.wikipedia.org/wiki/Kafundanga_Chingunji,Angola,36.7
Jeremias Chitunda,https://en.wikipedia.org/wiki/Jeremias_Chitunda,Angola,36.7
Abel Chivukuvuku,https://en.wikipedia.org/wiki/Abel_Chivukuvuku,Angola,36.7
Fiel Domingos Constantino,https://en.wikipedia.org/wiki/Fiel_Domingos_Constantino,Angola,36.7
Adalberto Costa Júnior,https://en.wikipedia.org/wiki/Adalberto_Costa_Júnior,Angola,36.7
Adjany Costa,https://en.wikipedia.org/wiki/Adjany_Costa,Angola,36.7
Álvaro Arnaldo Craveiro,https://en.wikipedia.org/wiki/Álvaro_Arnaldo_Craveiro,Angola,36.7
Raul Danda,https://en.wikipedia.org/wiki/Raul_Danda,Angola,36.7
Diamantino Pedro Azevedo,https://en.wikipedia.org/wiki/Diamantino_Pedro_Azevedo,Angola,36.7
Faustina Fernandes Inglês de Almeida Alves,https://en.wikipedia.org/wiki/Faustina_Fernandes_Inglês_de_Almeida_Alves,Angola,36.7
Abraão Gourgel,https://en.wikipedia.org/wiki/Abraão_Gourgel,Angola,36.7
Jofre Van-Dúnem Júnior,https://en.wikipedia.org/wiki/Jofre_Van-Dúnem_Júnior,Angola,36.7
José Carvalho da Rocha,https://en.wikipedia.org/wiki/José_Carvalho_da_Rocha,Angola,36.7
José Luis de Matos,https://en.wikipedia.org/wiki/José_Luis_de_Matos,Angola,36.7
Kambamba Kulaxingo,https://en.wikipedia.org/wiki/Kambamba_Kulaxingo,Angola,36.7
Jesus Faria Maiato,https://en.wikipedia.org/wiki/Jesus_Faria_Maiato,Angola,36.7
Manuel Neto da Costa,https://en.wikipedia.org/wiki/Manuel_Neto_da_Costa,Angola,36.7
Manuel Tavares de Almeida,https://en.wikipedia.org/wiki/Manuel_Tavares_de_Almeida,Angola,36.7
Marcos Alexandre Nhunga,https://en.wikipedia.org/wiki/Marcos_Alexandre_Nhunga,Angola,36.7
Maria Cândida Pereira Teixeira,https://en.wikipedia.org/wiki/Maria_Cândida_Pereira_Teixeira,Angola,36.7
Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,https://en.wikipedia.org/wiki/Maria_do_Rosário_Teixeira_de_Alva_Sequeira_Bragança_Sambo,Angola,36.7
David Mendes,https://en.wikipedia.org/wiki/David_Mendes,Angola,36.7
Saíde Mingas,https://en.wikipedia.org/wiki/Saíde_Mingas,Angola,36.7
Fernando Faustino Muteka,https://en.wikipedia.org/wiki/Fernando_Faustino_Muteka,Angola,36.7
Pedro Mutinde,https://en.wikipedia.org/wiki/Pedro_Mutinde,Angola,36.7
José Ndele,https://en.wikipedia.org/wiki/José_Ndele,Angola,36.7
Ana Paula Sacramento Neto,https://en.wikipedia.org/wiki/Ana_Paula_Sacramento_Neto,Angola,36.7
Daniel Ntongi-Nzinga,https://en.wikipedia.org/wiki/Daniel_Ntongi-Nzinga,Angola,36.7
Paula Cristina Francisco Coelho,https://en.wikipedia.org/wiki/Paula_Cristina_Francisco_Coelho,Angola,36.7
Pedro Pedalé,https://en.wikipedia.org/wiki/Pedro_Pedalé,Angola,36.7
Elias Salupeto Pena,https://en.wikipedia.org/wiki/Elias_Salupeto_Pena,Angola,36.7
Johnny Eduardo Pinnock,https://en.wikipedia.org/wiki/Johnny_Eduardo_Pinnock,Angola,36.7
Santana André Pitra,https://en.wikipedia.org/wiki/Santana_André_Pitra,Angola,36.7
Francisco Manuel Monteiro de Queiróz,https://en.wikipedia.org/wiki/Francisco_Manuel_Monteiro_de_Queiróz,Angola,36.7
José Aníbal Lopes Rocha,https://en.wikipedia.org/wiki/José_Aníbal_Lopes_Rocha,Angola,36.7
José da Rocha,https://en.wikipedia.org/wiki/José_da_Rocha,Angola,36.7
Rosa Luís de Sousa Micolo,https://en.wikipedia.org/wiki/Rosa_Luís_de_Sousa_Micolo,Angola,36.7
Luís Gomes Sambo,https://en.wikipedia.org/wiki/Luís_Gomes_Sambo,Angola,36.7
Branca Manuel Espirito Santo,https://en.wikipedia.org/wiki/Branca_Manuel_Espirito_Santo,Angola,36.7
João Ernesto dos Santos,https://en.wikipedia.org/wiki/João_Ernesto_dos_Santos,Angola,36.7
José Filomeno dos Santos,https://en.wikipedia.org/wiki/José_Filomeno_dos_Santos,Angola,36.7
Jonas Savimbi,https://en.wikipedia.org/wiki/Jonas_Savimbi,Angola,36.7
Pinda Simão,https://en.wikipedia.org/wiki/Pinda_Simão,Angola,36.7
Manuel Bernardo de Sousa,https://en.wikipedia.org/wiki/Manuel_Bernardo_de_Sousa,Angola,36.7
Augusto da Silva Tomás,https://en.wikipedia.org/wiki/Augusto_da_Silva_Tomás,Angola,36.7
