name,url,country,population_millions
William Forbes (Talamancan king),https://en.wikipedia.org/wiki/William_Forbes_(Talamancan_king),Costa Rica,5.3
Ivan Anušić,https://en.wikipedia.org/wiki/Ivan_Anušić,Croatia,3.8
Mato Arlović,https://en.wikipedia.org/wiki/Mato_Arlović,Croatia,3.8
Branko Bačić,https://en.wikipedia.org/wiki/Branko_Bačić,Croatia,3.8
Fran Barac,https://en.wikipedia.org/wiki/Fran_Barac,Croatia,3.8
Stephen Nikola Bartulica,https://en.wikipedia.org/wiki/Stephen_Nikola_Bartulica,Croatia,3.8
Živko Bertić,https://en.wikipedia.org/wiki/Živko_Bertić,Croatia,3.8
Ante Biankini,https://en.wikipedia.org/wiki/Ante_Biankini,Croatia,3.8
Juraj Biankini,https://en.wikipedia.org/wiki/Juraj_Biankini,Croatia,3.8
Antun Bonifačić,https://en.wikipedia.org/wiki/Antun_Bonifačić,Croatia,3.8
Andrija Torkvat Brlić,https://en.wikipedia.org/wiki/Andrija_Torkvat_Brlić,Croatia,3.8
Josip Broz Tito,https://en.wikipedia.org/wiki/Josip_Broz_Tito,Croatia,3.8
"Gajo Bulat (politician, born 1867)","https://en.wikipedia.org/wiki/Gajo_Bulat_(politician,_born_1867)",Croatia,3.8
Nadežda Čačinovič,https://en.wikipedia.org/wiki/Nadežda_Čačinovič,Croatia,3.8
Gjuro Červar,https://en.wikipedia.org/wiki/Gjuro_Červar,Croatia,3.8
Melko Čingrija,https://en.wikipedia.org/wiki/Melko_Čingrija,Croatia,3.8
Pero Čingrija,https://en.wikipedia.org/wiki/Pero_Čingrija,Croatia,3.8
Juraj Demetrović,https://en.wikipedia.org/wiki/Juraj_Demetrović,Croatia,3.8
Mate Drinković,https://en.wikipedia.org/wiki/Mate_Drinković,Croatia,3.8
Nikica Gabrić,https://en.wikipedia.org/wiki/Nikica_Gabrić,Croatia,3.8
Leon Geršković,https://en.wikipedia.org/wiki/Leon_Geršković,Croatia,3.8
Pavle Gregorić,https://en.wikipedia.org/wiki/Pavle_Gregorić,Croatia,3.8
Ernest Jelušić,https://en.wikipedia.org/wiki/Ernest_Jelušić,Croatia,3.8
Emerik Josipović,https://en.wikipedia.org/wiki/Emerik_Josipović,Croatia,3.8
Gejza Josipović,https://en.wikipedia.org/wiki/Gejza_Josipović,Croatia,3.8
Radovan Juričić,https://en.wikipedia.org/wiki/Radovan_Juričić,Croatia,3.8
Luka Kirac,https://en.wikipedia.org/wiki/Luka_Kirac,Croatia,3.8
Stjepan Kovačević,https://en.wikipedia.org/wiki/Stjepan_Kovačević,Croatia,3.8
Josip Kregar,https://en.wikipedia.org/wiki/Josip_Kregar,Croatia,3.8
Izidor Kršnjavi,https://en.wikipedia.org/wiki/Izidor_Kršnjavi,Croatia,3.8
Ivo Krstelj,https://en.wikipedia.org/wiki/Ivo_Krstelj,Croatia,3.8
Šime Kurelić,https://en.wikipedia.org/wiki/Šime_Kurelić,Croatia,3.8
Ante Mandić,https://en.wikipedia.org/wiki/Ante_Mandić,Croatia,3.8
Gavro Manojlović,https://en.wikipedia.org/wiki/Gavro_Manojlović,Croatia,3.8
Vladimir Mažuranić,https://en.wikipedia.org/wiki/Vladimir_Mažuranić,Croatia,3.8
Francesco Neffat,https://en.wikipedia.org/wiki/Francesco_Neffat,Croatia,3.8
Fran Novljan,https://en.wikipedia.org/wiki/Fran_Novljan,Croatia,3.8
Adam Oster,https://en.wikipedia.org/wiki/Adam_Oster,Croatia,3.8
Kata Pejnović,https://en.wikipedia.org/wiki/Kata_Pejnović,Croatia,3.8
Ivo Pilar,https://en.wikipedia.org/wiki/Ivo_Pilar,Croatia,3.8
Pero Pirker,https://en.wikipedia.org/wiki/Pero_Pirker,Croatia,3.8
Vladimir Prebeg,https://en.wikipedia.org/wiki/Vladimir_Prebeg,Croatia,3.8
Svetozar Pribićević,https://en.wikipedia.org/wiki/Svetozar_Pribićević,Croatia,3.8
Niko Pucić,https://en.wikipedia.org/wiki/Niko_Pucić,Croatia,3.8
Rafael Pucić,https://en.wikipedia.org/wiki/Rafael_Pucić,Croatia,3.8
Ivica Puljak,https://en.wikipedia.org/wiki/Ivica_Puljak,Croatia,3.8
Mario Radić (politician),https://en.wikipedia.org/wiki/Mario_Radić_(politician),Croatia,3.8
Svetozar Rittig,https://en.wikipedia.org/wiki/Svetozar_Rittig,Croatia,3.8
Juraj Rukavina Vidovgradski (politician),https://en.wikipedia.org/wiki/Juraj_Rukavina_Vidovgradski_(politician),Croatia,3.8
Juraj Rukavina Vidovgradski (soldier),https://en.wikipedia.org/wiki/Juraj_Rukavina_Vidovgradski_(soldier),Croatia,3.8
Vjekoslav Servatzy,https://en.wikipedia.org/wiki/Vjekoslav_Servatzy,Croatia,3.8
Ivan Vilibor Sinčić,https://en.wikipedia.org/wiki/Ivan_Vilibor_Sinčić,Croatia,3.8
Tadija Smičiklas,https://en.wikipedia.org/wiki/Tadija_Smičiklas,Croatia,3.8
Predrag Štromar,https://en.wikipedia.org/wiki/Predrag_Štromar,Croatia,3.8
Josip Juraj Strossmayer,https://en.wikipedia.org/wiki/Josip_Juraj_Strossmayer,Croatia,3.8
Ante Šupuk,https://en.wikipedia.org/wiki/Ante_Šupuk,Croatia,3.8
Đuro Šurmin,https://en.wikipedia.org/wiki/Đuro_Šurmin,Croatia,3.8
Petar Dragan Turković,https://en.wikipedia.org/wiki/Petar_Dragan_Turković,Croatia,3.8
Vjenceslav Turković,https://en.wikipedia.org/wiki/Vjenceslav_Turković,Croatia,3.8
Ljudevit Vukotinović,https://en.wikipedia.org/wiki/Ljudevit_Vukotinović,Croatia,3.8
Dragan Vulin,https://en.wikipedia.org/wiki/Dragan_Vulin,Croatia,3.8
Većeslav Wilder,https://en.wikipedia.org/wiki/Većeslav_Wilder,Croatia,3.8
Lordan Zafranović,https://en.wikipedia.org/wiki/Lordan_Zafranović,Croatia,3.8
Ivana Živković,https://en.wikipedia.org/wiki/Ivana_Živković,Croatia,3.8
Savo Zlatić,https://en.wikipedia.org/wiki/Savo_Zlatić,Croatia,3.8
Ante Županović,https://en.wikipedia.org/wiki/Ante_Županović,Croatia,3.8
Prime Ministers of Cuba,https://en.wikipedia.org/wiki/Prime_Ministers_of_Cuba,Cuba,11.0
President of Cuba,https://en.wikipedia.org/wiki/President_of_Cuba,Cuba,11.0
Eduardo Agramonte Piña,https://en.wikipedia.org/wiki/Eduardo_Agramonte_Piña,Cuba,11.0
Ignacio Agramonte,https://en.wikipedia.org/wiki/Ignacio_Agramonte,Cuba,11.0
Francisco Agüero Velasco,https://en.wikipedia.org/wiki/Francisco_Agüero_Velasco,Cuba,11.0
Alberto López Díaz,https://en.wikipedia.org/wiki/Alberto_López_Díaz,Cuba,11.0
Sebastian Arcos Bergnes,https://en.wikipedia.org/wiki/Sebastian_Arcos_Bergnes,Cuba,11.0
Gustavo Arcos,https://en.wikipedia.org/wiki/Gustavo_Arcos,Cuba,11.0
Juan de Ayala y Escobar,https://en.wikipedia.org/wiki/Juan_de_Ayala_y_Escobar,Cuba,11.0
Miguel Brugueras,https://en.wikipedia.org/wiki/Miguel_Brugueras,Cuba,11.0
Leopoldo Cancio,https://en.wikipedia.org/wiki/Leopoldo_Cancio,Cuba,11.0
Demetrio Castillo Duany,https://en.wikipedia.org/wiki/Demetrio_Castillo_Duany,Cuba,11.0
Vicente Manuel de Céspedes,https://en.wikipedia.org/wiki/Vicente_Manuel_de_Céspedes,Cuba,11.0
Manuel Cidre,https://en.wikipedia.org/wiki/Manuel_Cidre,Cuba,11.0
Rosendo Collazo,https://en.wikipedia.org/wiki/Rosendo_Collazo,Cuba,11.0
Concepción Campa Huergo,https://en.wikipedia.org/wiki/Concepción_Campa_Huergo,Cuba,11.0
José María Coppinger,https://en.wikipedia.org/wiki/José_María_Coppinger,Cuba,11.0
Miguel Díaz-Canel,https://en.wikipedia.org/wiki/Miguel_Díaz-Canel,Cuba,11.0
Manuel Dorta-Duque,https://en.wikipedia.org/wiki/Manuel_Dorta-Duque,Cuba,11.0
Carlos Fernández Gondín,https://en.wikipedia.org/wiki/Carlos_Fernández_Gondín,Cuba,11.0
Orestes Ferrara,https://en.wikipedia.org/wiki/Orestes_Ferrara,Cuba,11.0
Porfirio Franca,https://en.wikipedia.org/wiki/Porfirio_Franca,Cuba,11.0
Francisco de Arango y Parreño,https://en.wikipedia.org/wiki/Francisco_de_Arango_y_Parreño,Cuba,11.0
Edith García Buchaca,https://en.wikipedia.org/wiki/Edith_García_Buchaca,Cuba,11.0
Eumelín González Sánchez,https://en.wikipedia.org/wiki/Eumelín_González_Sánchez,Cuba,11.0
Aurelio Hevia,https://en.wikipedia.org/wiki/Aurelio_Hevia,Cuba,11.0
Fernando Heydrich,https://en.wikipedia.org/wiki/Fernando_Heydrich,Cuba,11.0
Alfredo Hornedo,https://en.wikipedia.org/wiki/Alfredo_Hornedo,Cuba,11.0
José Irisarri,https://en.wikipedia.org/wiki/José_Irisarri,Cuba,11.0
Perfecto Lacoste,https://en.wikipedia.org/wiki/Perfecto_Lacoste,Cuba,11.0
José Francisco Lemus,https://en.wikipedia.org/wiki/José_Francisco_Lemus,Cuba,11.0
Manuel Marrero Cruz,https://en.wikipedia.org/wiki/Manuel_Marrero_Cruz,Cuba,11.0
Rubén Martínez Puente,https://en.wikipedia.org/wiki/Rubén_Martínez_Puente,Cuba,11.0
Augusto Martínez Sánchez,https://en.wikipedia.org/wiki/Augusto_Martínez_Sánchez,Cuba,11.0
Bartolomé Masó,https://en.wikipedia.org/wiki/Bartolomé_Masó,Cuba,11.0
Ramón Meza y Suárez Inclán,https://en.wikipedia.org/wiki/Ramón_Meza_y_Suárez_Inclán,Cuba,11.0
Rafael Montoro,https://en.wikipedia.org/wiki/Rafael_Montoro,Cuba,11.0
Bartolomé Morales,https://en.wikipedia.org/wiki/Bartolomé_Morales,Cuba,11.0
José Núñez de Cáceres,https://en.wikipedia.org/wiki/José_Núñez_de_Cáceres,Cuba,11.0
Juan Vitalio Acuña Núñez,https://en.wikipedia.org/wiki/Juan_Vitalio_Acuña_Núñez,Cuba,11.0
Frank País,https://en.wikipedia.org/wiki/Frank_País,Cuba,11.0
Pedro Esteban González-Larrinaga,https://en.wikipedia.org/wiki/Pedro_Esteban_González-Larrinaga,Cuba,11.0
Guillermo Portela,https://en.wikipedia.org/wiki/Guillermo_Portela,Cuba,11.0
Juan Nepomuceno de Quesada,https://en.wikipedia.org/wiki/Juan_Nepomuceno_de_Quesada,Cuba,11.0
Luis Alberto Rodríguez López-Calleja,https://en.wikipedia.org/wiki/Luis_Alberto_Rodríguez_López-Calleja,Cuba,11.0
Francisco Sánchez Betancourt,https://en.wikipedia.org/wiki/Francisco_Sánchez_Betancourt,Cuba,11.0
"Salvador José de Muro, 2nd Marquis of Someruelos","https://en.wikipedia.org/wiki/Salvador_José_de_Muro,_2nd_Marquis_of_Someruelos",Cuba,11.0
Laureano de Torres y Ayala,https://en.wikipedia.org/wiki/Laureano_de_Torres_y_Ayala,Cuba,11.0
Salvador Valdés Mesa,https://en.wikipedia.org/wiki/Salvador_Valdés_Mesa,Cuba,11.0
Antonio Zambrana,https://en.wikipedia.org/wiki/Antonio_Zambrana,Cuba,11.0
Mine Atlı,https://en.wikipedia.org/wiki/Mine_Atlı,Cyprus,1.3
Christos Christou (politician),https://en.wikipedia.org/wiki/Christos_Christou_(politician),Cyprus,1.3
Ioannis Clerides,https://en.wikipedia.org/wiki/Ioannis_Clerides,Cyprus,1.3
Katherine Clerides,https://en.wikipedia.org/wiki/Katherine_Clerides,Cyprus,1.3
Takis Evdokas,https://en.wikipedia.org/wiki/Takis_Evdokas,Cyprus,1.3
Oz Karahan,https://en.wikipedia.org/wiki/Oz_Karahan,Cyprus,1.3
Stelios Koiliaris,https://en.wikipedia.org/wiki/Stelios_Koiliaris,Cyprus,1.3
Andreas Koukouma,https://en.wikipedia.org/wiki/Andreas_Koukouma,Cyprus,1.3
Pantelis Kouros,https://en.wikipedia.org/wiki/Pantelis_Kouros,Cyprus,1.3
Kyrillos III of Cyprus,https://en.wikipedia.org/wiki/Kyrillos_III_of_Cyprus,Cyprus,1.3
Michalis Paraskevas,https://en.wikipedia.org/wiki/Michalis_Paraskevas,Cyprus,1.3
Christos Patsalides,https://en.wikipedia.org/wiki/Christos_Patsalides,Cyprus,1.3
Nicos A. Rolandis,https://en.wikipedia.org/wiki/Nicos_A._Rolandis,Cyprus,1.3
Benon Sevan,https://en.wikipedia.org/wiki/Benon_Sevan,Cyprus,1.3
Stefanos Stefanou,https://en.wikipedia.org/wiki/Stefanos_Stefanou,Cyprus,1.3
Michael Zampelas,https://en.wikipedia.org/wiki/Michael_Zampelas,Cyprus,1.3
Josef Barák,https://en.wikipedia.org/wiki/Josef_Barák,Czechia,10.9
Dagmar Burešová,https://en.wikipedia.org/wiki/Dagmar_Burešová,Czechia,10.9
František Ringo Čech,https://en.wikipedia.org/wiki/František_Ringo_Čech,Czechia,10.9
Jaroslav Chalupský,https://en.wikipedia.org/wiki/Jaroslav_Chalupský,Czechia,10.9
Count Václav Antonín Chotek of Chotkov and Vojnín,https://en.wikipedia.org/wiki/Count_Václav_Antonín_Chotek_of_Chotkov_and_Vojnín,Czechia,10.9
Petr Cibulka,https://en.wikipedia.org/wiki/Petr_Cibulka,Czechia,10.9
Josef Šebestián Daubek,https://en.wikipedia.org/wiki/Josef_Šebestián_Daubek,Czechia,10.9
Karel Domin,https://en.wikipedia.org/wiki/Karel_Domin,Czechia,10.9
Jaroslav Foldyna,https://en.wikipedia.org/wiki/Jaroslav_Foldyna,Czechia,10.9
Vladimír Franz,https://en.wikipedia.org/wiki/Vladimír_Franz,Czechia,10.9
Josef Václav Frič,https://en.wikipedia.org/wiki/Josef_Václav_Frič,Czechia,10.9
Radola Gajda,https://en.wikipedia.org/wiki/Radola_Gajda,Czechia,10.9
Julius Gregr,https://en.wikipedia.org/wiki/Julius_Gregr,Czechia,10.9
Tomáš Grulich,https://en.wikipedia.org/wiki/Tomáš_Grulich,Czechia,10.9
Karel Havlík,https://en.wikipedia.org/wiki/Karel_Havlík,Czechia,10.9
Eduard Hedvicek,https://en.wikipedia.org/wiki/Eduard_Hedvicek,Czechia,10.9
Vladimír Hučín,https://en.wikipedia.org/wiki/Vladimír_Hučín,Czechia,10.9
Stanislav Huml,https://en.wikipedia.org/wiki/Stanislav_Huml,Czechia,10.9
Martin Jahn,https://en.wikipedia.org/wiki/Martin_Jahn,Czechia,10.9
Antonín Janoušek,https://en.wikipedia.org/wiki/Antonín_Janoušek,Czechia,10.9
Josef Ježek,https://en.wikipedia.org/wiki/Josef_Ježek,Czechia,10.9
Ladislav Jirků,https://en.wikipedia.org/wiki/Ladislav_Jirků,Czechia,10.9
Svatopluk Karásek,https://en.wikipedia.org/wiki/Svatopluk_Karásek,Czechia,10.9
"Wenzel Anton, Prince of Kaunitz-Rietberg","https://en.wikipedia.org/wiki/Wenzel_Anton,_Prince_of_Kaunitz-Rietberg",Czechia,10.9
Philip Kinsky of Wchinitz and Tettau,https://en.wikipedia.org/wiki/Philip_Kinsky_of_Wchinitz_and_Tettau,Czechia,10.9
Bohuslav Kokotek,https://en.wikipedia.org/wiki/Bohuslav_Kokotek,Czechia,10.9
Jiří Kopal,https://en.wikipedia.org/wiki/Jiří_Kopal,Czechia,10.9
Jan Krejčí,https://en.wikipedia.org/wiki/Jan_Krejčí,Czechia,10.9
Tomáš Kvapil,https://en.wikipedia.org/wiki/Tomáš_Kvapil,Czechia,10.9
Jan Lacina,https://en.wikipedia.org/wiki/Jan_Lacina,Czechia,10.9
Lubomír Ledl,https://en.wikipedia.org/wiki/Lubomír_Ledl,Czechia,10.9
Miroslav Lidinský,https://en.wikipedia.org/wiki/Miroslav_Lidinský,Czechia,10.9
Jiří Lobkowicz,https://en.wikipedia.org/wiki/Jiří_Lobkowicz,Czechia,10.9
Jiří Löw,https://en.wikipedia.org/wiki/Jiří_Löw,Czechia,10.9
Ivan Mašek,https://en.wikipedia.org/wiki/Ivan_Mašek,Czechia,10.9
Mikuláš of Hus,https://en.wikipedia.org/wiki/Mikuláš_of_Hus,Czechia,10.9
Zdeněk Mraček,https://en.wikipedia.org/wiki/Zdeněk_Mraček,Czechia,10.9
Jana Nečasová,https://en.wikipedia.org/wiki/Jana_Nečasová,Czechia,10.9
Joseph Nekl,https://en.wikipedia.org/wiki/Joseph_Nekl,Czechia,10.9
Jiří Oberfalzer,https://en.wikipedia.org/wiki/Jiří_Oberfalzer,Czechia,10.9
Roman Onderka,https://en.wikipedia.org/wiki/Roman_Onderka,Czechia,10.9
Vladimír Oplt,https://en.wikipedia.org/wiki/Vladimír_Oplt,Czechia,10.9
Mojmír Povolný,https://en.wikipedia.org/wiki/Mojmír_Povolný,Czechia,10.9
Vladimír Príkazský,https://en.wikipedia.org/wiki/Vladimír_Príkazský,Czechia,10.9
Ondřej Přikryl,https://en.wikipedia.org/wiki/Ondřej_Přikryl,Czechia,10.9
Jozef Regec,https://en.wikipedia.org/wiki/Jozef_Regec,Czechia,10.9
František Reichel,https://en.wikipedia.org/wiki/František_Reichel,Czechia,10.9
Bedřich Reicin,https://en.wikipedia.org/wiki/Bedřich_Reicin,Czechia,10.9
Richard Sacher,https://en.wikipedia.org/wiki/Richard_Sacher,Czechia,10.9
Tomáš Eduard Šilinger,https://en.wikipedia.org/wiki/Tomáš_Eduard_Šilinger,Czechia,10.9
Karel Sladkovský,https://en.wikipedia.org/wiki/Karel_Sladkovský,Czechia,10.9
Karel Štogl,https://en.wikipedia.org/wiki/Karel_Štogl,Czechia,10.9
Matěj Stropnický,https://en.wikipedia.org/wiki/Matěj_Stropnický,Czechia,10.9
Jiří Svoboda (director),https://en.wikipedia.org/wiki/Jiří_Svoboda_(director),Czechia,10.9
Miroslav Tetter,https://en.wikipedia.org/wiki/Miroslav_Tetter,Czechia,10.9
"Leopold, Count von Thun und Hohenstein","https://en.wikipedia.org/wiki/Leopold,_Count_von_Thun_und_Hohenstein",Czechia,10.9
Tomáš Vandas,https://en.wikipedia.org/wiki/Tomáš_Vandas,Czechia,10.9
Jiří Ventruba,https://en.wikipedia.org/wiki/Jiří_Ventruba,Czechia,10.9
Jan Vrba (politician),https://en.wikipedia.org/wiki/Jan_Vrba_(politician),Czechia,10.9
Stanislav Žalud,https://en.wikipedia.org/wiki/Stanislav_Žalud,Czechia,10.9
Moussa Ali Abdoulkader,https://en.wikipedia.org/wiki/Moussa_Ali_Abdoulkader,Djibouti,1.1
Djama Ali Moussa,https://en.wikipedia.org/wiki/Djama_Ali_Moussa,Djibouti,1.1
Choukri Djibah,https://en.wikipedia.org/wiki/Choukri_Djibah,Djibouti,1.1
Omar Farah Iltireh,https://en.wikipedia.org/wiki/Omar_Farah_Iltireh,Djibouti,1.1
Daher Ahmed Farah,https://en.wikipedia.org/wiki/Daher_Ahmed_Farah,Djibouti,1.1
Ahmed Goumane-Roble,https://en.wikipedia.org/wiki/Ahmed_Goumane-Roble,Djibouti,1.1
Halo Mohamed Ibrahim,https://en.wikipedia.org/wiki/Halo_Mohamed_Ibrahim,Djibouti,1.1
Barkat Gourad Hamadou,https://en.wikipedia.org/wiki/Barkat_Gourad_Hamadou,Djibouti,1.1
Mahmoud Harbi,https://en.wikipedia.org/wiki/Mahmoud_Harbi,Djibouti,1.1
Abdallah Barkat Ibrahim,https://en.wikipedia.org/wiki/Abdallah_Barkat_Ibrahim,Djibouti,1.1
Mohamed Kamil,https://en.wikipedia.org/wiki/Mohamed_Kamil,Djibouti,1.1
Mahamoud Moustapha Daher,https://en.wikipedia.org/wiki/Mahamoud_Moustapha_Daher,Djibouti,1.1
Ahmed-Idriss Moussa,https://en.wikipedia.org/wiki/Ahmed-Idriss_Moussa,Djibouti,1.1
Omar Osman Rabe,https://en.wikipedia.org/wiki/Omar_Osman_Rabe,Djibouti,1.1
Mohamed Warsama Ragueh,https://en.wikipedia.org/wiki/Mohamed_Warsama_Ragueh,Djibouti,1.1
President of the Dominican Republic,https://en.wikipedia.org/wiki/President_of_the_Dominican_Republic,Dominican Republic,11.3
Johnny Abbes,https://en.wikipedia.org/wiki/Johnny_Abbes,Dominican Republic,11.3
José Rafael Abinader,https://en.wikipedia.org/wiki/José_Rafael_Abinader,Dominican Republic,11.3
Yamil Abreu Navarro,https://en.wikipedia.org/wiki/Yamil_Abreu_Navarro,Dominican Republic,11.3
Roberto Álvarez Gil,https://en.wikipedia.org/wiki/Roberto_Álvarez_Gil,Dominican Republic,11.3
Casimiro Antonio Marte Familia,https://en.wikipedia.org/wiki/Casimiro_Antonio_Marte_Familia,Dominican Republic,11.3
Ramón Marrero Aristy,https://en.wikipedia.org/wiki/Ramón_Marrero_Aristy,Dominican Republic,11.3
José María Cabral y Báez,https://en.wikipedia.org/wiki/José_María_Cabral_y_Báez,Dominican Republic,11.3
José María Caminero,https://en.wikipedia.org/wiki/José_María_Caminero,Dominican Republic,11.3
Miguel Cocco,https://en.wikipedia.org/wiki/Miguel_Cocco,Dominican Republic,11.3
Ramón Tapia Espinal,https://en.wikipedia.org/wiki/Ramón_Tapia_Espinal,Dominican Republic,11.3
Viriato Fiallo,https://en.wikipedia.org/wiki/Viriato_Fiallo,Dominican Republic,11.3
Franklin Franco,https://en.wikipedia.org/wiki/Franklin_Franco,Dominican Republic,11.3
José Gabriel García,https://en.wikipedia.org/wiki/José_Gabriel_García,Dominican Republic,11.3
Rosa Gómez de Mejía,https://en.wikipedia.org/wiki/Rosa_Gómez_de_Mejía,Dominican Republic,11.3
Maximiliano Gómez,https://en.wikipedia.org/wiki/Maximiliano_Gómez,Dominican Republic,11.3
Juan Isidro Jimenes Grullón,https://en.wikipedia.org/wiki/Juan_Isidro_Jimenes_Grullón,Dominican Republic,11.3
Isabel Mayer,https://en.wikipedia.org/wiki/Isabel_Mayer,Dominican Republic,11.3
Valentin Medrano Pérez,https://en.wikipedia.org/wiki/Valentin_Medrano_Pérez,Dominican Republic,11.3
Miguel Mejía (politician),https://en.wikipedia.org/wiki/Miguel_Mejía_(politician),Dominican Republic,11.3
Matías Ramón Mella,https://en.wikipedia.org/wiki/Matías_Ramón_Mella,Dominican Republic,11.3
Guillermo Moreno García,https://en.wikipedia.org/wiki/Guillermo_Moreno_García,Dominican Republic,11.3
Juan Vicente Moscoso,https://en.wikipedia.org/wiki/Juan_Vicente_Moscoso,Dominican Republic,11.3
José Ignacio Paliza,https://en.wikipedia.org/wiki/José_Ignacio_Paliza,Dominican Republic,11.3
Porfirio Andrés Bautista García,https://en.wikipedia.org/wiki/Porfirio_Andrés_Bautista_García,Dominican Republic,11.3
Emilio Prud'Homme,https://en.wikipedia.org/wiki/Emilio_Prud'Homme,Dominican Republic,11.3
Ramón Antonio Ramírez,https://en.wikipedia.org/wiki/Ramón_Antonio_Ramírez,Dominican Republic,11.3
Roberto Salcedo Sr.,https://en.wikipedia.org/wiki/Roberto_Salcedo_Sr.,Dominican Republic,11.3
Juan Sánchez Ramírez,https://en.wikipedia.org/wiki/Juan_Sánchez_Ramírez,Dominican Republic,11.3
Francisco del Rosario Sánchez,https://en.wikipedia.org/wiki/Francisco_del_Rosario_Sánchez,Dominican Republic,11.3
Julián Serulle,https://en.wikipedia.org/wiki/Julián_Serulle,Dominican Republic,11.3
Josefina Stubbs,https://en.wikipedia.org/wiki/Josefina_Stubbs,Dominican Republic,11.3
Tomás Pimentel,https://en.wikipedia.org/wiki/Tomás_Pimentel,Dominican Republic,11.3
Jack Veneno,https://en.wikipedia.org/wiki/Jack_Veneno,Dominican Republic,11.3
Geovanny Vicente,https://en.wikipedia.org/wiki/Geovanny_Vicente,Dominican Republic,11.3
Abelardo Vicioso,https://en.wikipedia.org/wiki/Abelardo_Vicioso,Dominican Republic,11.3
Elías Wessin y Wessin,https://en.wikipedia.org/wiki/Elías_Wessin_y_Wessin,Dominican Republic,11.3
Jorge Radhamés Zorrilla Ozuna,https://en.wikipedia.org/wiki/Jorge_Radhamés_Zorrilla_Ozuna,Dominican Republic,11.3
Aliança de Araújo,https://en.wikipedia.org/wiki/Aliança_de_Araújo,Timor Leste,1.4
Manuel Carrascalão,https://en.wikipedia.org/wiki/Manuel_Carrascalão,Timor Leste,1.4
Brigida Antónia Correia,https://en.wikipedia.org/wiki/Brigida_Antónia_Correia,Timor Leste,1.4
Isabel da Costa Ferreira,https://en.wikipedia.org/wiki/Isabel_da_Costa_Ferreira,Timor Leste,1.4
Albina Marçal Freitas,https://en.wikipedia.org/wiki/Albina_Marçal_Freitas,Timor Leste,1.4
Ángela Freitas,https://en.wikipedia.org/wiki/Ángela_Freitas,Timor Leste,1.4
Justino Mota,https://en.wikipedia.org/wiki/Justino_Mota,Timor Leste,1.4
Olinda Morais,https://en.wikipedia.org/wiki/Olinda_Morais,Timor Leste,1.4
Manuel Magalhaes de Oliveira,https://en.wikipedia.org/wiki/Manuel_Magalhaes_de_Oliveira,Timor Leste,1.4
Alfredo Pires,https://en.wikipedia.org/wiki/Alfredo_Pires,Timor Leste,1.4
Nino Konis Santana,https://en.wikipedia.org/wiki/Nino_Konis_Santana,Timor Leste,1.4
José Abílio Osório Soares,https://en.wikipedia.org/wiki/José_Abílio_Osório_Soares,Timor Leste,1.4
João da Costa Tavares,https://en.wikipedia.org/wiki/João_da_Costa_Tavares,Timor Leste,1.4
Mário Viegas Carrascalão,https://en.wikipedia.org/wiki/Mário_Viegas_Carrascalão,Timor Leste,1.4
Maria Terezinha Viegas,https://en.wikipedia.org/wiki/Maria_Terezinha_Viegas,Timor Leste,1.4
Luzmila Abad,https://en.wikipedia.org/wiki/Luzmila_Abad,Ecuador,17.1
Julio Martinez Acosta,https://en.wikipedia.org/wiki/Julio_Martinez_Acosta,Ecuador,17.1
Carlos Arizaga Toral,https://en.wikipedia.org/wiki/Carlos_Arizaga_Toral,Ecuador,17.1
Aurora Estrada y Ayala,https://en.wikipedia.org/wiki/Aurora_Estrada_y_Ayala,Ecuador,17.1
Fernando Balda,https://en.wikipedia.org/wiki/Fernando_Balda,Ecuador,17.1
María Sol Corral,https://en.wikipedia.org/wiki/María_Sol_Corral,Ecuador,17.1
Jaime Durán Barba,https://en.wikipedia.org/wiki/Jaime_Durán_Barba,Ecuador,17.1
Xavier Enderica,https://en.wikipedia.org/wiki/Xavier_Enderica,Ecuador,17.1
Isabel Enriquez,https://en.wikipedia.org/wiki/Isabel_Enriquez,Ecuador,17.1
Ibeth Estupiñán,https://en.wikipedia.org/wiki/Ibeth_Estupiñán,Ecuador,17.1
Guillermo Franco (Ecuadorian general),https://en.wikipedia.org/wiki/Guillermo_Franco_(Ecuadorian_general),Ecuador,17.1
Galo Lara,https://en.wikipedia.org/wiki/Galo_Lara,Ecuador,17.1
Andrea González Náder,https://en.wikipedia.org/wiki/Andrea_González_Náder,Ecuador,17.1
Pablo Guerrero Martinez,https://en.wikipedia.org/wiki/Pablo_Guerrero_Martinez,Ecuador,17.1
Agustín Intriago,https://en.wikipedia.org/wiki/Agustín_Intriago,Ecuador,17.1
Jaminton Intriago,https://en.wikipedia.org/wiki/Jaminton_Intriago,Ecuador,17.1
Roberto Izurieta,https://en.wikipedia.org/wiki/Roberto_Izurieta,Ecuador,17.1
Marcel Jacobo Laniado de Wind,https://en.wikipedia.org/wiki/Marcel_Jacobo_Laniado_de_Wind,Ecuador,17.1
Luis A. Martínez,https://en.wikipedia.org/wiki/Luis_A._Martínez,Ecuador,17.1
Pedro Moncayo,https://en.wikipedia.org/wiki/Pedro_Moncayo,Ecuador,17.1
Mayra Montaño,https://en.wikipedia.org/wiki/Mayra_Montaño,Ecuador,17.1
Fabrizio Moreira,https://en.wikipedia.org/wiki/Fabrizio_Moreira,Ecuador,17.1
